@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute 'Overdrive- Drive' numeric
@attribute Ch-Mix numeric
@attribute 'Rev- space' numeric
@attribute 'Rev - Mix' numeric
@attribute 'Del - Mix' numeric
@attribute 'Distorsion - Drive' numeric

@data
561,'2023/04/18 13:38:41:709',6,2495.680908,714.754028,1163.91272,846.167419,880.841614,5822.941406,6544.998047,2352.970947,1380.63501,368.623993,527.423767,521.020386,494.353821,2300.359619,3765.085938,1430.498779,1062.855957,284.810303,334.6651,409.796082,367.122284,1427.973999,3061.641602,1148.202759,0,0.296558,0.387382,0.295276,0.299213,0.80315
562,'2023/04/18 13:38:42:222',6,6807.590332,20302.777344,947.594482,2186.218506,535.477844,6419.320801,5268.031738,2434.095947,3576.276611,8943.172852,461.403381,1259.846191,326.893707,2611.224121,2562.620361,1511.68457,2663.806396,5645.786133,292.855408,931.96051,251.649612,1664.855347,1882.30188,1244.650635,0,0.296558,0.387382,0.295276,0.299213,0.80315
563,'2023/04/18 13:38:42:748',6,3891.778076,1071.431152,964.785767,2287.827881,1037.574585,5620.347168,3958.498291,1735.027344,2263.249023,475.689972,493.997681,1330.256226,452.041901,2125.474609,1572.893066,921.284058,1801.681763,331.867065,337.199341,957.481628,301.932983,1202.357422,978.804077,701.679382,0,0.296558,0.387382,0.295276,0.299213,0.80315
564,'2023/04/18 13:38:43:265',6,3138.422852,1644.8927,908.458374,1682.675049,1148.539551,5474.82959,3795.399414,1852.091675,1705.64502,799.693665,452.11203,989.269775,518.354126,2193.396484,1532.622803,1116.469849,1242.782104,547.902222,301.710144,729.729797,341.144623,1390.454712,993.554749,878.131531,0,0.296558,0.387382,0.295276,0.299213,0.80315
565,'2023/04/18 13:38:43:852',6,8834.3125,2415.911377,874.187439,1689.119873,593.642639,6012.389648,4548.676758,1762.757813,4536.533691,1125.957764,418.959869,1120.280273,361.0401,2458.661865,2049.776611,1171.040649,3463.267578,775.958618,262.36261,888.66925,275.974274,1552.761108,1490.232178,995.311096,0,0.296558,0.387382,0.295276,0.299213,0.80315
566,'2023/04/18 13:38:44:363',6,27673,6140.855469,616.641602,948.561462,457.020386,6180.205566,4790.272461,2907.585205,7498.145508,2074.022705,315.920715,528.15863,257.246521,2732.336182,2348.123779,1658.519165,4224.088867,1284.615356,216.325073,373.629852,198.048233,1871.881714,1734.267578,1328.249634,0,0.296558,0.387382,0.295276,0.299213,0.80315
567,'2023/04/18 13:38:44:874',6,3835.530518,1282.933105,534.341309,611.034912,611.027405,6612.462891,4965.838867,4042.198975,3107.896973,740.097046,294.03299,374.032593,357.242706,3451.480713,3157.617676,3414.324219,2849.279541,620.858704,212.834412,290.778748,256.962769,2776.891357,2746.760254,3182.07666,0,0.296558,0.387382,0.295276,0.299213,0.80315
568,'2023/04/18 13:38:45:399',6,2064.23584,1788.785645,628.787659,535.883362,583.063965,6044.435547,4547.562012,1929.867432,1467.371948,812.453918,335.278595,294.000458,351.811584,2636.821533,2126.490723,1389.764526,1279.705811,598.583313,242.568039,213.573013,271.126953,1828.287109,1529.31543,1220.188232,0,0.296558,0.387382,0.295276,0.299213,0.80315
569,'2023/04/18 13:38:45:934',6,4049.58252,5899.47168,764.762634,1218.520264,825.228027,5884.815918,4752.175293,3573.989014,2477.251465,2945.900635,358.970703,769.192261,440.499603,2868.147217,2530.666748,2327.185547,1942.631592,2112.260986,237.220123,578.012939,311.68927,2062.194824,1930.252197,1883.548096,0,0.296558,0.387382,0.295276,0.299213,0.80315
570,'2023/04/18 13:38:46:433',6,4150.771973,1835.927246,1555.548096,1445.165894,608.474182,6007.439941,4298.478516,1463.587524,2607.260254,796.179077,739.989319,939.931396,372.128448,2318.322021,1737.872314,853.177734,2028.359619,538.696167,467.69574,764.865112,290.141449,1397.619263,1082.923096,681.353455,0,0.296558,0.387382,0.295276,0.299213,0.80315
571,'2023/04/18 13:38:46:934',6,3929.85376,1905.022095,1867.240234,1593.115967,779.116272,5907.942871,3564.166016,1554.341187,2496.425781,870.132874,938.60022,1114.245605,456.642609,2265.207275,1479.983521,915.700134,1925.460693,611.343079,610.668701,945.403748,338.3992,1349.227173,973.027649,739.698181,0,0.296558,0.387382,0.295276,0.299213,0.80315
572,'2023/04/18 13:38:47:452',6,4657.27832,1409.179688,2316.357178,883.969482,223.649841,12617.003906,6818.675293,1477.922241,2267.080566,625.388062,1161.233276,631.975037,102.043427,6320.064453,4274.600586,790.25,1579.385376,422.389954,730.807373,523.584961,70.357956,4573.376465,3519.898926,591.945862,0,0.296558,0.387382,0.295276,0.299213,0.80315
573,'2023/04/18 14:00:03:854',7,805.233521,520.575623,937.844788,146.812714,199.478882,6383.125488,1088.423706,774.241272,419.566162,203.791428,451.901825,93.476555,123.142448,2255.160889,539.930176,433.189362,322.353027,124.245049,290.515076,74.99202,94.39859,1173.606812,409.252838,342.139343,0.901274,0,0.311792,0.295276,0.287402,1
574,'2023/04/18 14:00:04:391',7,1345.993774,533.060059,814.642395,221.737701,280.2836,6520.208984,5180.830078,810.76178,729.62677,228.532959,387.376343,134.614792,157.931107,2253.531738,2865.780518,450.301208,545.68573,148.356842,243.087708,107.105064,112.455467,1158.897827,2033.578369,357.816833,0.901274,0,0.311792,0.295276,0.287402,1
575,'2023/04/18 14:00:04:935',7,1606.417358,578.567749,824.858643,510.455627,643.159119,6713.501953,8779.738281,1106.322266,990.365723,276.906769,418.849945,292.09903,379.09082,2970.746826,4347.056641,625.324707,811.902405,199.947052,269.470978,227.707123,283.412079,2064.064697,3045.557617,492.859924,0.901274,0,0.311792,0.295276,0.287402,1
576,'2023/04/18 14:00:05:495',7,3013.894531,8468.654297,959.955994,988.564514,798.014587,5216.015137,6844.169922,2002.924438,1805.278809,3712.996582,434.814941,570.236389,445.334198,2781.639404,4074.100098,1310.37915,1465.526855,2501.105713,266.585419,432.102356,313.547729,2175.697754,3274.055664,1046.351563,0.901274,0,0.311792,0.295276,0.287402,1
577,'2023/04/18 14:00:06:033',7,3693.583008,6010.30127,980.054626,1044.961914,886.654846,4738.499512,17165.25,2884.599121,2629.381104,2268.172852,429.539459,661.509338,434.433075,2488.180176,8793.688477,2573.558594,2311.489014,1627.507568,253.33876,520.083496,295.991028,1986.104858,6309.164551,2454.735596,0.901274,0,0.311792,0.295276,0.287402,1
578,'2023/04/18 14:00:06:565',7,9996.09375,13191.87793,1006.863586,2017.463013,866.148743,6443.930176,21686.998047,2076.898193,5279.833496,5648.361816,525.864929,1096.254883,445.510498,3058.015381,10261.62207,1154.0802,3883.828613,3804.563232,381.458405,826.575134,319.516113,2082.364502,7248.835938,939.879761,0.901274,0,0.311792,0.295276,0.287402,1
579,'2023/04/18 14:00:07:113',7,6734.938477,20899.150391,1179.824341,1971.58374,1164.835571,7050.790039,15162.573242,3576.749023,3843.193115,6701.837402,665.522644,1288.766968,527.223206,3534.709229,5965.413574,2635.916016,3062.854004,3604.338867,467.811005,1037.26709,365.35144,2627.63501,3859.356201,2269.956299,0.901274,0,0.311792,0.295276,0.287402,1
580,'2023/04/18 14:00:07:634',7,13752.517578,16112.6875,1397.931519,1777.894775,1197.128052,6206.354004,14365.424805,2134.023682,6128.894531,5909.887695,640.447571,1109.543823,596.605042,3206.29541,7716.239746,1596.234131,4164.164063,3640.431641,399.070801,888.612183,430.0961,2403.92627,5499.923828,1445.464722,0.901274,0,0.311792,0.295276,0.287402,1
581,'2023/04/18 14:00:08:163',7,4599.864258,13518.425781,1412.401489,1623.937256,628.305054,5390.955566,11444.331055,1884.570068,2667.559326,4287.618164,667.868774,905.204163,351.48526,2363.58374,5680.770508,1140.872437,2047.221191,2241.960693,425.047943,664.032471,254.722351,1594.613403,4211.922852,942.019531,0.901274,0,0.311792,0.295276,0.287402,1
582,'2023/04/18 14:00:08:800',7,10210.429688,9158.973633,960.846069,1686.494751,654.098328,6158.9375,15453.743164,2778.414551,5849.898438,3082.637939,479.229675,1098.456177,379.988434,2927.185303,8525.736328,1745.231934,4498.015137,1903.531006,311.865021,891.615051,285.615234,2112.312012,6446.444824,1443.821899,0.901274,0,0.311792,0.295276,0.287402,1
583,'2023/04/18 14:00:09:360',7,8422.104492,13172.554688,969.840698,2160.587891,920.555115,5792.035645,5137.901367,2085.278076,4157.74707,3989.645508,465.513153,1233.849365,466.459625,2617.375732,3135.45752,1431.832153,3066.06543,2081.356201,302.934875,938.121521,321.347687,1768.899414,2493.231689,1183.648926,0.901274,0,0.311792,0.295276,0.287402,1
584,'2023/04/18 14:00:09:889',7,7777.978516,31048.789063,897.631653,1992.173218,723.823608,9723.755859,20754.373047,4386.148926,4934.429199,12723.827148,464.749634,1166.814087,412.053497,5207.658691,11182.842773,3233.74707,3970.743896,8346.355469,332.163361,924.42334,302.309448,3878.369385,8208.107422,2867.349854,0.901274,0,0.311792,0.295276,0.287402,1
585,'2023/04/18 14:00:10:404',7,7994.004395,17364.25,942.437134,1898.783081,936.005615,9144.168945,21756.574219,3875.391113,5791.058105,5957.566406,448.161011,1159.820801,516.816833,6267.53418,12980.648438,2563.775391,5120.876953,3640.986328,292.386688,884.379211,388.341827,5509.236816,10273.15332,2190.541504,0.901274,0,0.311792,0.295276,0.287402,1
586,'2023/04/18 14:00:10:951',7,5773.179688,10665.084961,814.289124,1921.423584,870.525513,6638.202148,26689.919922,2525.635254,2976.656494,3723.9729,436.318481,1138.996704,428.501038,3024.193359,15694.335938,1406.960571,2191.075684,2192.583008,288.357391,896.546936,295.797791,2213.923584,12123.959961,1082.434204,0.901274,0,0.311792,0.295276,0.287402,1
587,'2023/04/18 14:00:11:489',7,15224.170898,12428.212891,1056.494263,2312.900879,503.23111,6345.281738,13112.251953,3125.38916,6579.387207,4980.237305,510.444244,1341.893921,265.052002,3640.310547,5995.572266,2480.205566,4324.575684,3143.689941,327.743774,1023.138489,191.590622,3020.281738,4237.090332,2275.782471,0.901274,0,0.311792,0.295276,0.287402,1
588,'2023/04/18 14:00:12:019',7,10438.15625,11915.529297,1551.669189,1905.900635,1157.053589,8102.399414,8933.832031,2113.972656,4649.620605,4968.811035,740.217163,1194.050903,513.929565,5032.582031,3628.313721,1499.97937,3138.188477,3182.347656,476.760101,949.985901,348.270142,4341.182617,2607.68457,1308.143555,0.901274,0,0.311792,0.295276,0.287402,1
589,'2023/04/18 14:00:12:532',7,15429.313477,16593.335938,1317.673584,1475.146118,866.606079,6396.043945,29065.478516,2369.246094,5634.887695,6666.236328,586.516663,964.234863,410.567871,3074.394531,16119.349609,1538.346191,3696.768555,4338.651855,363.884247,767.584045,283.328217,2280.273682,11932.257813,1265.651733,0.901274,0,0.311792,0.295276,0.287402,1
590,'2023/04/18 14:00:13:058',7,14851.202148,15591.154297,1285.404541,1671.19043,1189.325439,6673.66748,17940.71875,2344.188721,6460.114746,5080.253418,687.414001,1029.313599,548.813538,3026.39502,6517.633301,1496.766113,4230.958984,2849.320313,479.435608,822.692566,377.779633,2184.916016,4309.021484,1333.001343,0.901274,0,0.311792,0.295276,0.287402,1
591,'2023/04/18 14:00:13:597',7,4067.608398,14494.926758,969.613098,1654.984863,652.916748,5938.578125,18775.306641,2165.231201,2217.862793,5194.77832,499.782623,923.420166,336.340485,3112.652832,9788.68457,1053.196045,1621.132568,3146.137939,336.274872,686.95636,236.049698,2461.673828,7186.460938,755.158813,0.901274,0,0.311792,0.295276,0.287402,1
592,'2023/04/18 14:00:14:112',7,20161.101563,11987.402344,1109.213501,1865.930664,478.58313,5909.013184,10868.779297,2289.189941,9910.109375,5077.865723,565.20459,1083.131836,286.420349,3260.269531,5058.405762,1496.789551,6384.616211,3465.274658,374.647858,841.880493,219.290421,2688.960449,3618.265625,1304.513916,0.901274,0,0.311792,0.295276,0.287402,1
593,'2023/04/18 14:00:14:646',7,16104.301758,6978.587891,1317.941162,1897.865845,1098.283569,8574.216797,10735.480469,8870.212891,7716.825684,2795.514893,642.750488,1047.740601,528.433533,5445.600586,6134.733887,6322.698242,5842.553711,1820.261963,409.478546,774.09375,378.022034,4647.706055,5040.499512,5509.994141,0.901274,0,0.311792,0.295276,0.287402,1
594,'2023/04/18 14:00:15:185',7,8056.775879,15226.517578,850.019165,2055.164551,1815.574341,9344.842773,19815.599609,2286.463379,4761.291504,6565.006836,457.521759,1195.026001,690.269043,5809.518555,8678.413086,1455.859497,3771.30249,4482.097168,323.952881,933.470703,391.15802,4866.507324,5723.489258,1218.414673,0.901274,0,0.311792,0.295276,0.287402,1
595,'2023/04/18 14:00:15:722',7,5361.015137,8990.167969,1431.095093,2351.81958,986.586792,5838.13916,19927.181641,3426.916504,3763.745361,3035.434326,688.418823,1352.821167,510.295288,3507.417725,9399.094727,3023.200928,3233.586182,1822.521484,460.763824,1011.399292,360.86145,3012.520508,6591.658691,2903.405273,0.901274,0,0.311792,0.295276,0.287402,1
596,'2023/04/18 14:00:16:264',7,12201.087891,18430.859375,1316.662476,1952.70874,591.319946,5881.965332,27447.855469,2669.567627,5841.133789,6111.867676,641.656616,1021.399414,356.914246,3054.227051,15347.269531,1635.658569,4197.330566,3728.383789,418.691254,750.168945,271.845947,2315.100342,12096.005859,1258.125244,0.901274,0,0.311792,0.295276,0.287402,1
597,'2023/04/18 14:00:16:820',7,12990.838867,13091.486328,1075.958862,1942.439575,482.380524,6329.680176,18891.615234,3359.186035,5632.571289,5050.691895,547.160095,1201.191284,270.172302,3614.249756,8437.62793,2463.644775,4111.45752,3160.248779,368.227905,958.218506,208.890579,2936.927979,5522.203613,2154.101563,0.901274,0,0.311792,0.295276,0.287402,1
598,'2023/04/18 14:00:17:346',7,14427.417969,16451.519531,1164.697754,2422.746338,1151.971069,8654.027344,22146.681641,5279.945801,8013.272949,6428.969238,569.188232,1340.509033,531.298035,5748.475098,12234.829102,4192.356445,6246.341309,4230.65625,378.231873,944.939392,347.450928,4905.084473,9374.681641,3730.622803,0.901274,0,0.311792,0.295276,0.287402,1
599,'2023/04/18 14:00:17:921',7,17575.984375,19353.601563,1427.028809,2140.538818,1049.293579,6505.679688,19046.652344,2560.167236,7904.538574,8521.808594,725.902832,1356.909668,523.043579,3043.248291,11542.459961,1564.883057,5257.135742,6048.952637,500.69989,1080.85144,363.398254,2189.79126,9089.93457,1284.284302,0.901274,0,0.311792,0.295276,0.287402,1
600,'2023/04/18 14:00:18:463',7,21819.849609,22485.136719,1791.413452,1921.415161,942.920837,6681.718262,13783.410156,2582.841064,8953.617188,10243.453125,959.082153,1040.713745,450.41037,3224.077148,5660.325684,1532.853394,5715.762207,7195.775391,653.711365,756.547913,315.350159,2354.872803,3751.895508,1263.265137,0.901274,0,0.311792,0.295276,0.287402,1
601,'2023/04/18 14:00:19:008',7,8000.402832,4804.371582,1384.254517,1502.749023,487.379883,6387.641602,14961.566406,1443.496704,4210.831543,2135.879883,693.115112,907.199951,264.60791,3378.302734,6954.85498,737.761902,3237.653564,1509.088623,454.786377,697.712219,195.506454,2438.402344,4694.125977,548.680664,0.901274,0,0.311792,0.295276,0.287402,1
602,'2023/04/18 14:00:19:532',7,17269.179688,21182.544922,1259.264038,1938.619873,494.122406,6724.144531,14910.767578,3913.178223,8432.867188,8307.338867,655.380493,1058.574707,246.246933,4168.751465,6983.584961,3050.943604,6254.571289,5284.86377,431.193329,811.0896,171.936005,3478.181885,5045.103516,2759.260986,0.901274,0,0.311792,0.295276,0.287402,1
603,'2023/04/18 14:00:20:054',7,11362.760742,17237.462891,1713.002075,1737.228882,1246.571167,6872.632324,18300.251953,2042.323608,5561.601563,7408.510254,888.505432,1066.52063,517.505798,3095.150391,9562.738281,1173.605835,4065.521484,5079.410156,600.623718,815.256165,331.238525,2093.380615,6377.058594,895.814758,0.901274,0,0.311792,0.295276,0.287402,1
604,'2023/04/18 14:00:20:585',7,17812.839844,13272.708984,1982.869019,1932.829224,1032.582275,5850.410156,15775.383789,2160.535156,7464.119141,4108.871582,1018.897034,1265.9552,510.076233,3003.077637,8008.956543,1226.088501,4954.96582,2184.632813,648.962646,1030.156372,342.919617,2265.577393,5376.333008,1003.180908,0.901274,0,0.311792,0.295276,0.287402,1
605,'2023/04/18 14:00:21:120',7,10058.022461,12520.575195,1503.535522,1908.440308,878.372314,7038.556641,20665.931641,1848.647949,5244.17334,5952.45752,780.958008,987.136169,462.96106,3466.089355,9513.546875,1069.037964,3881.38501,4196.31543,536.760803,718.739929,329.966766,2625.561523,6521.112793,880.630676,0.901274,0,0.311792,0.295276,0.287402,1
606,'2023/04/18 14:00:21:654',7,10411.651367,3991.850342,1696.890259,1738.558838,578.02948,6868.093262,15952.726563,4031.795898,6594.741699,1774.151978,849.798706,1029.287354,301.520782,3847.745117,7998.302246,3544.279297,5280.670898,1286.27002,533.136963,785.08252,204.84256,3154.825439,5812.492676,3337.89624,0.901274,0,0.311792,0.295276,0.287402,1
607,'2023/04/18 14:00:22:183',7,15062.369141,12520.923828,1279.4375,1615.527344,656.457886,5898.387695,11864.231445,3308.293945,7008.222168,5086.247559,676.33667,936.182617,319.106903,3113.509521,6348.945801,2481.718506,4937.198242,3393.116943,460.038696,700.820862,221.530457,2419.4375,4654.909668,2190.334717,0.901274,0,0.311792,0.295276,0.287402,1
608,'2023/04/18 14:00:22:754',7,11903.808594,17758.248047,1511.11377,1634.465332,1633.911133,7929.81543,33438.734375,2583.18457,7201.583008,6693.731445,754.46521,980.456909,807.080994,4024.067139,12908.003906,1412.566895,5942.120605,4165.262695,491.799194,748.908142,535.197083,3176.616699,7386.268066,1140.053345,0.901274,0,0.311792,0.295276,0.287402,1
609,'2023/04/18 14:00:23:278',7,26360.800781,10344.262695,1426.168579,1985.413086,1142.685669,8078.741699,23299.900391,2499.990234,10781.405273,4028.670898,737.253784,1217.828491,548.268921,3943.5354,11581.563477,1451.286743,7041.018555,2647.649902,490.064514,973.836975,386.27533,2798.833008,8035.285156,1185.116089,0.901274,0,0.311792,0.295276,0.287402,1
610,'2023/04/18 14:00:23:805',7,14924.849609,22860.568359,1195.283691,1952.161377,1195.467896,5922.259766,44158.308594,2812.708008,6708.86377,9591.057617,634.362671,963.791077,491.726349,2914.640869,14955.227539,1245.046509,4680.803223,6205.708008,452.602295,664.146057,324.891388,2187.106201,9012.643555,921.030945,0.901274,0,0.311792,0.295276,0.287402,1
611,'2023/04/18 14:00:24:328',7,7581.600586,3783.615479,1225.394531,1905.554932,497.376648,5818.109375,7612.646484,1540.882446,4159.131348,1632.959839,530.105469,1092.495605,233.400284,2983.175293,3807.516357,1008.987122,3011.898193,1091.204712,311.813965,788.155823,161.094757,2259.861816,2829.794678,852.404114,0.901274,0,0.311792,0.295276,0.287402,1
612,'2023/04/18 14:00:24:862',7,17696.960938,15774.664063,751.138245,2152.978027,696.734924,6825.143066,7701.489258,5684.915527,8223.015625,6338.437988,399.51947,1091.551758,349.717194,4647.751953,4040.140625,4488.723145,5919.120117,3763.44751,273.650848,807.143616,259.470062,3970.539307,3060.636719,3949.58374,0.901274,0,0.311792,0.295276,0.287402,1
613,'2023/04/18 14:00:25:402',7,15098.326172,10629.163086,1058.149902,1757.745361,1028.080933,6050.512695,15654.426758,1937.695679,10670.09668,4242.391602,483.759094,1009.92157,441.471832,3697.984375,5966.599609,1297.269775,9175.101563,2701.035645,315.156403,793.858459,296.057709,3103.666504,3685.866455,1125.123657,0.901274,0,0.311792,0.295276,0.287402,1
614,'2023/04/18 14:00:25:930',7,22007.886719,22575.810547,1325.197388,2206.317139,927.298828,5963.230469,9887.667969,2624.643311,10486.18457,9235.341797,652.959717,1299.592651,469.817841,2835.302002,3806.02124,1417.47644,7358.40918,6077.408691,434.888947,1004.938416,312.633057,2095.290039,2440.490967,1139.13147,0.901274,0,0.311792,0.295276,0.287402,1
615,'2023/04/18 14:00:26:470',7,9078.569336,2585.830566,1872.200684,1949.418091,1091.747681,5863.525879,8737.342773,1519.19104,5631.42334,1158.883545,948.537659,1042.267334,604.572144,2746.686279,3431.531982,771.749817,4600.434082,767.064453,622.754578,732.862854,429.810516,1948.392212,2223.064941,595.518127,0.901274,0,0.311792,0.295276,0.287402,1
616,'2023/04/18 14:00:27:031',7,3874.266357,1809.415649,1667.571045,1756.260864,959.445007,5158.560059,11503.904297,1821.413574,2327.203369,687.286682,845.322266,1063.782227,450.943146,2715.623047,5297.083008,1190.836792,1750.938721,448.824829,600.051392,812.52594,313.251099,2130.955078,3562.644531,1011.09198,0.901274,0,0.311792,0.295276,0.287402,1
617,'2023/04/18 14:00:27:594',7,5824.150879,4081.334717,1945.088257,1994.755127,706.664063,5056.726074,6650.529297,1455.545288,3656.599609,1728.460205,964.101807,1165.241577,359.542786,2396.275391,3423.333008,1023.560242,2755.42334,1082.192871,625.944641,864.723938,259.342468,1758.747803,2475.564209,890.917053,0.901274,0,0.311792,0.295276,0.287402,1
618,'2023/04/18 14:00:28:124',7,12265.612305,1269.150879,3078.650391,2376.506836,1183.066406,4748.843262,15985.71582,1939.196777,6168.003906,584.877686,1505.235718,1381.460571,583.130188,2400.885742,7409.458984,1201.202393,4572.288574,392.973328,1015.949768,989.140381,393.542358,1703.89502,5267.977539,1018.503662,0.901274,0,0.311792,0.295276,0.287402,1
619,'2023/04/18 14:00:28:668',7,8991.175781,6625.100098,1816.22998,2146.863525,1085.619751,6841.640137,14267.700195,2053.265869,4631.958496,2488.504395,977.714478,1275.053955,582.358948,3854.045654,7323.536133,1310.972046,3564.692383,1554.071289,686.465576,922.010559,422.607971,3019.049561,5403.370117,1095.29541,0.901274,0,0.311792,0.295276,0.287402,1
620,'2023/04/18 14:00:29:192',7,5962.025391,1335.018555,1707.370239,1849.179688,1365.106812,5405.333984,20002.515625,1375.127563,3586.294189,496.095062,864.945251,968.269714,548.19574,2511.462158,8228.857422,717.99054,2630.891602,268.537903,550.809875,670.902954,358.834229,1820.192749,5404.600098,539.470154,0.901274,0,0.311792,0.295276,0.287402,1
621,'2023/04/18 14:00:29:711',7,9829.78125,3017.301758,1151.041138,2250.104492,860.061279,5606.491211,16413.304688,2584.157715,5865.978516,1515.339111,582.940918,1188.602417,419.064575,3239.619873,7563.274902,1501.455566,4569.450195,1086.347656,366.679382,870.64325,294.199249,2609.346924,5193.82373,1138.114746,0.901274,0,0.311792,0.295276,0.287402,1
622,'2023/04/18 14:00:30:262',7,8930.676758,15806.400391,1461.50293,1969.772339,581.079285,5714.219238,16395.529297,2619.81958,4993.689453,4445.006836,741.263916,1059.402344,303.956329,2823.286377,8127.791504,2145.759766,3412.539307,2093.309082,478.814209,753.481079,225.98613,1807.467407,5702.435059,1376.338501,0.901274,0,0.311792,0.295276,0.287402,1
623,'2023/04/18 14:00:30:796',7,8359.094727,12991.683594,1433.075562,1897.278076,698.329285,6346.594727,18858.75,4043.885986,4970.728516,4663.34668,715.136841,1103.371704,394.59256,3444.663086,9709.69043,3156.149414,4095.012695,2646.132813,472.132996,862.210205,294.223785,2706.230225,7197.964844,2838.301514,0.901274,0,0.311792,0.295276,0.287402,1
624,'2023/04/18 14:00:31:333',7,12574.035156,6626.321777,1301.067627,1931.68103,1193.574951,7346.568848,20806.3125,1658.252563,8478.6875,2371.955566,606.504395,1010.210327,557.664917,4904.634277,12171.623047,1131.044067,6995.004883,1409.630981,391.654053,688.244141,391.954681,4210.650391,9600.149414,956.184021,0.901274,0,0.311792,0.295276,0.287402,1
625,'2023/04/18 14:00:31:875',7,6822.630371,17123.210938,1785.783936,1206.617432,1223.621582,5622.501953,15457.905273,1536.98291,3202.123535,10065.032227,891.499939,783.290588,584.411682,2532.498291,7760.71875,854.89093,2243.150635,7210.505859,595.310913,622.32489,409.202576,1767.910034,5435.871094,634.780945,0.901274,0,0.311792,0.295276,0.287402,1
626,'2023/04/18 14:00:32:386',7,8877.140625,12279.621094,1780.99939,1416.856201,530.211121,5110.262695,14865.185547,1580.683105,7066.699707,5143.432129,939.583984,855.886169,277.817017,2300.869385,6904.480469,918.260742,6380.288086,3716.212891,636.067444,677.108215,204.263077,1578.569946,4826.546875,739.081665,0.901274,0,0.311792,0.295276,0.287402,1
627,'2023/04/18 14:00:32:952',7,3931.491943,472.255188,1729.211182,1145.383423,745.582336,5821.378418,3042.139893,1288.386963,1941.797607,209.702805,900.036865,661.262024,406.555084,3060.797119,1525.881958,641.086365,1428.39624,145.755692,577.346375,502.445099,299.078217,2415.658203,1104.875366,492.24411,0.901274,0,0.311792,0.295276,0.287402,1
628,'2023/04/18 14:00:33:513',7,5651.586426,511.396088,1395.959229,902.057434,845.107056,5341.279785,10591.761719,1250.697754,2903.32251,258.955444,736.156067,515.068115,435.01825,2681.969727,4759.352051,746.569641,2172.898193,185.593323,488.368347,389.669617,310.357635,2079.366455,3281.072266,591.525269,0.901274,0,0.311792,0.295276,0.287402,1
629,'2023/04/18 14:00:34:049',7,7483.644531,17095.146484,1412.875244,1634.568848,686.045593,6605.663574,8623.072266,4571.571777,4535.406738,6149.750488,718.438477,1028.192871,387.571533,3942.164795,5236.51123,3652.901611,3707.164307,3852.356689,465.333862,801.123962,284.102631,3387.039307,4493.332031,3336.716553,0.901274,0,0.311792,0.295276,0.287402,1
630,'2023/04/18 14:00:34:576',7,4352.801758,1460.127686,1536.079468,1368.727783,1126.466797,4983.029297,13434.162109,2114.077881,2290.955811,603.474731,876.844055,807.129272,521.621948,2629.119629,6618.306641,1665.174438,1761.463501,389.240509,608.858398,618.512878,369.406158,2014.220581,4788.35498,1579.592285,0.901274,0,0.311792,0.295276,0.287402,1
631,'2023/04/18 14:00:35:113',7,5254.022949,2444.369141,1864.448853,1397.101074,740.134277,5623.65332,5779.655762,2327.894775,3038.289795,872.434204,1001.682983,836.167786,380.273407,2910.654053,3478.549316,1699.722534,2491.482178,533.371765,666.992249,653.603149,266.647766,2278.393066,2765.251709,1492.783447,0.901274,0,0.311792,0.295276,0.287402,1
632,'2023/04/18 14:00:35:648',7,4737.21875,1266.21936,1081.552002,750.880859,975.924866,5166.502441,4051.952881,2620.796631,3364.994141,636.11554,565.438965,508.925049,460.148773,3012.835205,2817.683105,2392.758789,2863.88208,469.711975,388.291992,410.376953,323.723511,2543.600098,2438.080078,2324.613525,0.901274,0,0.311792,0.295276,0.287402,1
633,'2023/04/18 14:00:36:177',7,5014.608887,1390.010986,1568.071167,1604.330322,787.37384,5922.208008,7794.065918,2841.811768,3414.957764,726.050293,749.486755,1007.9552,414.857361,3296.263672,4149.673828,2572.985352,2899.50708,549.976624,463.638367,832.848694,289.100464,2801.117188,3330.332764,2476.428223,0.901274,0,0.311792,0.295276,0.287402,1
634,'2023/04/18 14:00:36:712',7,9013.321289,17008.029297,1692.629395,2571.943848,1180.21106,10994.15918,17134.255859,7344.487793,5941.708008,5268.694336,854.137451,1579.229736,563.673645,8372.835938,9260.412109,6381.065918,5190.546387,2663.19043,528.831482,1213.373535,379.200073,7750.853516,7309.18457,6040.922852,0.901274,0,0.311792,0.295276,0.287402,1
