TIMESTAMP;STREAM_ID;SEQUENCE; Brachioradialis  Sx ; Brachioradialis  Dx ; Extensor Carpi Radialis Sx ; Extensor Carpi Radialis  Dx ; Triceps brachii Long Head Dx ; Deltoid  Lateral  Dx ; Abductor digiti minimi (hand) Sx ; Abductor digiti minimi (hand) Dx 
nan;96;18745;-19604;-21556;-64;87;18782;899;-11555;21426
nan;96;18747;-22581;-24806;-162;-40;22029;191;-12808;24708
nan;96;18749;-19371;-20531;-181;-118;19226;766;-9851;20437
nan;96;18751;-8890;-8744;-178;-98;9033;2218;-3181;8661
nan;96;18753;-4056;-3611;-111;-81;3563;2933;-258;3619
nan;96;18755;-2107;-626;-44;-113;1003;2460;1225;788
nan;96;18757;6157;8696;-12;-299;-6838;1911;4858;-8569
nan;96;18759;11934;14038;36;-230;-11917;850;7236;-13911
nan;96;18761;15341;16806;96;138;-14833;-151;8904;-16507
nan;96;18763;14358;14990;178;151;-13990;-666;6841;-14897
nan;96;18765;9175;9265;192;127;-8883;-980;1634;-9190
nan;96;18767;9363;9714;219;262;-8594;-911;1158;-9543
nan;96;18769;9317;9672;220;264;-8759;-588;1144;-9703
nan;96;18771;5307;5718;193;19;-5383;-971;-900;-5879
nan;96;18773;3578;4127;182;-185;-3834;-945;-1768;-4105
nan;96;18775;1982;1692;153;-146;-1899;-172;-2671;-1902
nan;96;18777;-4278;-5372;147;-69;4276;-13;-4831;5075
nan;96;18779;-8461;-8813;92;-34;8006;-552;-5970;8701
nan;96;18781;-10047;-10103;-190;-37;9305;-453;-6500;9830
nan;96;18783;-13123;-14469;-98;-5;12602;-299;-7322;14209
nan;96;18785;-19362;-20894;185;125;18201;-514;-10556;20738
nan;96;18787;-22219;-23252;16;173;20755;-797;-11931;23236
nan;96;18789;-18231;-17893;-135;141;16759;-424;-8767;18037
nan;96;18791;-7373;-7064;-145;159;7154;834;-1857;7320
nan;96;18793;-3297;-3532;-112;120;3488;1998;1045;3786
nan;96;18795;-857;-50;-115;110;450;1808;2351;268
nan;96;18797;7388;9630;-42;1;-7902;709;5819;-9496
nan;96;18799;12876;15727;9;-86;-13497;-156;8102;-15669
nan;96;18801;15366;17829;122;14;-15839;-867;9147;-17793
nan;96;18803;14369;15616;-176;78;-14357;-1347;7313;-15526
nan;96;18805;10017;10791;-925;48;-10269;-910;3170;-10521
nan;96;18807;10012;13207;153;66;-11926;-857;1996;-12588
nan;96;18809;9971;14233;966;-70;-13271;-2125;1356;-13959
nan;96;18811;6326;9978;392;-331;-9629;-3342;-16;-10240
nan;96;18813;4627;6664;-81;-189;-6195;-3913;-444;-7049
nan;96;18815;3089;3221;224;-88;-3127;-2917;-1204;-3480
nan;96;18817;-3256;-4782;346;-134;3871;-650;-3180;4406
nan;96;18819;-7174;-8334;228;-236;7688;1938;-4263;8070
nan;96;18821;-8216;-8193;160;-242;8520;5250;-4243;7982
nan;96;18823;-12018;-12939;130;-148;12934;5506;-5549;12638
nan;96;18825;-18711;-20328;62;-135;19492;2864;-9226;20023
nan;96;18827;-22475;-23190;22;-48;21565;646;-11079;22983
nan;96;18829;-18247;-17403;-174;-4;16191;-404;-8017;17486
nan;96;18831;-7654;-6905;-158;-39;5665;-341;-1384;7035
nan;96;18833;-2917;-3386;-119;13;1155;314;1770;3452
nan;96;18835;439;-41;-165;39;-1098;1096;3928;424
nan;96;18837;9104;8604;-213;47;-7766;1193;8094;-8361
nan;96;18839;13995;12817;-103;0;-11177;1254;9980;-12586
nan;96;18841;16731;15809;65;-8;-13765;772;11079;-15652
nan;96;18843;15382;14338;180;-57;-13044;578;8743;-14399
nan;96;18845;9589;9300;181;-22;-8700;405;3272;-9383
nan;96;18847;10151;12187;-46;-24;-10723;-175;3009;-12154
nan;96;18849;9955;12227;72;1;-11323;-726;2748;-12351
nan;96;18851;5019;6440;-189;37;-6217;-1214;212;-6787
nan;96;18853;3738;4930;-22;24;-4465;-1868;-390;-5365
nan;96;18855;2460;3142;436;-8;-3169;-2323;-1131;-3530
nan;96;18857;-3471;-3616;320;-66;2665;-2381;-2693;3236
nan;96;18859;-7182;-7415;148;-47;6645;-2072;-3606;7528
nan;96;18861;-8744;-8885;68;-45;8135;-1612;-3984;8837
nan;96;18863;-12487;-13850;12;-41;11759;-1418;-5523;13385
nan;96;18865;-19507;-21130;-96;32;18181;-904;-9373;20857
nan;96;18867;-22546;-23955;-128;23;21045;-522;-10742;23890
nan;96;18869;-17269;-17533;-139;-39;16186;718;-6825;17631
nan;96;18871;-6642;-6344;-152;-123;6136;2161;-92;6394
nan;96;18873;-3239;-2867;-109;-125;2777;1602;2094;3070
nan;96;18875;-457;877;-94;-90;286;930;3639;-540
nan;96;18877;8607;9761;27;-54;-7270;391;7639;-9653
nan;96;18879;13678;13819;113;-59;-11792;-744;9629;-13831
nan;96;18881;16178;16349;150;91;-14234;-1043;10933;-16247
