@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric

@data
127,'2023/03/30 14:05:30:320',1,0.569231,0.753846,0.569231,0.532308,0.065622,0.016956,0.003624,0.008281,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
128,'2023/03/30 14:05:30:821',1,0.649231,0.673846,0.507692,0.587692,0.089766,0.019306,0.002634,0.007559,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
129,'2023/03/30 14:05:31:319',1,0.427692,0.753846,0.507692,0.538462,0.041404,0.018575,0.003677,0.007937,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
130,'2023/03/30 14:05:31:822',1,0.698462,0.636923,0.575385,0.526154,0.018588,0.021433,0.00517,0.005848,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
131,'2023/03/30 14:05:32:321',1,0.6,0.643077,0.575385,0.526154,0.019586,0.021028,0.006675,0.00697,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
132,'2023/03/30 14:05:32:823',1,0.723077,0.673846,0.624615,0.550769,0.014185,0.020823,0.005662,0.005586,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
133,'2023/03/30 14:05:33:324',1,0.661538,0.593846,0.593846,0.581538,0.015834,0.01928,0.006916,0.005504,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
134,'2023/03/30 14:05:33:826',1,0.68,0.710769,0.624615,0.544615,0.010988,0.01512,0.00554,0.00519,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
135,'2023/03/30 14:05:34:325',1,0.68,0.649231,0.587692,0.575385,0.011715,0.016229,0.008871,0.004963,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
136,'2023/03/30 14:05:34:828',1,0.661538,0.649231,0.587692,0.550769,0.012336,0.015841,0.006875,0.005915,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
137,'2023/03/30 14:05:35:328',1,0.710769,0.698462,0.563077,0.6,0.010064,0.012206,0.006872,0.005679,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
138,'2023/03/30 14:05:35:831',1,0.636923,0.710769,0.489231,0.507692,0.02991,0.017456,0.003937,0.006326,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
139,'2023/03/30 14:05:36:330',1,0.612308,0.753846,0.593846,0.569231,0.017704,0.01215,0.005198,0.005772,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
140,'2023/03/30 14:05:36:832',1,0.723077,0.821538,0.6,0.581538,0.01226,0.011419,0.008257,0.007461,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
141,'2023/03/30 14:05:37:335',1,0.846154,0.784615,0.636923,0.52,0.009747,0.009158,0.00547,0.007853,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
142,'2023/03/30 14:05:37:834',1,0.827692,0.876923,0.593846,0.575385,0.013637,0.013208,0.005746,0.006437,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
143,'2023/03/30 14:05:38:335',1,0.747692,0.796923,0.612308,0.612308,0.01195,0.01162,0.006956,0.00783,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
144,'2023/03/30 14:05:38:836',1,0.969231,1.073846,0.526154,0.587692,0.011101,0.010405,0.008162,0.009267,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
145,'2023/03/30 14:05:39:338',1,0.636923,0.686154,0.569231,0.52,0.02917,0.020985,0.005539,0.00908,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
146,'2023/03/30 14:05:39:838',1,0.68,0.741538,0.587692,0.575385,0.015672,0.016728,0.008409,0.007838,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
147,'2023/03/30 14:05:40:340',1,0.698462,0.704615,0.643077,0.575385,0.016019,0.016644,0.006727,0.007748,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
148,'2023/03/30 14:05:40:841',1,0.661538,0.796923,0.612308,0.538462,0.016651,0.014102,0.008281,0.008536,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
149,'2023/03/30 14:05:41:343',1,0.692308,0.766154,0.587692,0.569231,0.014673,0.013016,0.007641,0.008009,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
150,'2023/03/30 14:05:41:843',1,0.692308,0.833846,0.513846,0.575385,0.034023,0.020627,0.007355,0.007008,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
151,'2023/03/30 14:05:42:345',1,0.649231,0.76,0.630769,0.593846,0.024285,0.017163,0.006178,0.008333,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
152,'2023/03/30 14:05:42:846',1,0.630769,0.76,0.624615,0.532308,0.015656,0.014548,0.005967,0.009195,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
153,'2023/03/30 14:05:43:349',1,0.667692,0.772308,0.593846,0.556923,0.013529,0.012338,0.007189,0.008555,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
154,'2023/03/30 14:05:43:850',1,0.624615,0.723077,0.649231,0.544615,0.014047,0.015094,0.006007,0.009745,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
155,'2023/03/30 14:05:44:349',1,0.68,0.692308,0.495385,0.556923,0.013439,0.013915,0.00662,0.01094,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
156,'2023/03/30 14:05:44:850',1,0.704615,0.796923,0.563077,0.569231,0.021557,0.014929,0.007151,0.010219,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
157,'2023/03/30 14:05:45:353',1,0.686154,0.796923,0.550769,0.575385,0.042411,0.024842,0.004674,0.010758,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
158,'2023/03/30 14:05:45:854',1,0.661538,0.667692,0.587692,0.587692,0.057789,0.024673,0.003646,0.00856,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
159,'2023/03/30 14:05:46:355',1,0.667692,0.6,0.630769,0.618462,0.023409,0.023422,0.004689,0.010789,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
160,'2023/03/30 14:05:46:855',1,0.710769,0.612308,0.667692,0.593846,0.018324,0.020117,0.003951,0.009703,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
161,'2023/03/30 14:05:47:355',1,0.741538,0.667692,0.612308,0.550769,0.020092,0.016705,0.00532,0.009357,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
162,'2023/03/30 14:05:47:856',1,0.673846,0.772308,0.569231,0.538462,0.021745,0.01378,0.003555,0.008695,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
163,'2023/03/30 14:05:48:359',1,0.606154,0.655385,0.550769,0.495385,0.01513,0.014986,0.003515,0.010061,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
164,'2023/03/30 14:05:48:858',1,0.593846,0.612308,0.6,0.569231,0.018625,0.018679,0.003978,0.007009,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
165,'2023/03/30 14:05:49:360',1,0.624615,0.698462,0.649231,0.6,0.038171,0.012316,0.007254,0.008764,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
166,'2023/03/30 14:05:49:860',1,0.563077,0.735385,0.593846,0.630769,0.018353,0.010738,0.006175,0.010429,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
167,'2023/03/30 14:05:50:363',1,0.556923,0.741538,0.569231,0.538462,0.015526,0.010461,0.005856,0.011534,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
168,'2023/03/30 14:05:50:864',1,0.612308,0.778462,0.606154,0.6,0.020142,0.00968,0.005763,0.011884,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
169,'2023/03/30 14:05:51:364',1,0.544615,0.710769,0.649231,0.624615,0.020352,0.011601,0.005465,0.010328,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
170,'2023/03/30 14:05:51:867',1,0.556923,0.723077,0.593846,0.606154,0.038153,0.017174,0.005845,0.008422,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
171,'2023/03/30 14:05:52:367',1,0.470769,0.606154,0.495385,0.575385,0.110934,0.020832,0.008071,0.008163,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
172,'2023/03/30 14:05:52:868',1,0.612308,0.624615,0.550769,0.667692,0.025858,0.015352,0.006299,0.008479,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
173,'2023/03/30 14:05:53:369',1,0.686154,0.686154,0.624615,0.704615,0.011448,0.009999,0.004789,0.007868,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
174,'2023/03/30 14:05:53:871',1,0.643077,0.716923,0.606154,0.692308,0.014064,0.012275,0.006348,0.007642,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
175,'2023/03/30 14:05:54:371',1,0.563077,0.636923,0.624615,0.624615,0.013866,0.012323,0.005748,0.0078,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
176,'2023/03/30 14:05:54:874',1,0.735385,0.723077,0.569231,0.575385,0.04181,0.016317,0.004988,0.007712,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
177,'2023/03/30 14:05:55:373',1,0.618462,0.643077,0.618462,0.575385,0.034718,0.021536,0.0054,0.008595,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
178,'2023/03/30 14:05:55:876',1,0.673846,0.833846,0.556923,0.624615,0.022624,0.020171,0.007876,0.008378,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
179,'2023/03/30 14:05:56:376',1,1.227692,1.276923,0.569231,0.655385,0.04572,0.045117,0.007241,0.009274,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
180,'2023/03/30 14:05:56:877',1,0.704615,0.704615,0.575385,0.532308,0.019107,0.014853,0.006618,0.010664,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
181,'2023/03/30 14:05:57:379',1,0.883077,0.852308,0.667692,0.489231,0.01899,0.018739,0.007116,0.008707,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
182,'2023/03/30 14:05:57:881',1,0.741538,0.913846,0.52,0.575385,0.011668,0.01139,0.006913,0.009349,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
183,'2023/03/30 14:05:58:382',1,0.630769,0.704615,0.575385,0.501538,0.031412,0.02463,0.005382,0.007882,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
184,'2023/03/30 14:05:58:882',1,0.569231,0.618462,0.544615,0.569231,0.020921,0.023364,0.007204,0.008418,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
185,'2023/03/30 14:05:59:384',1,0.673846,0.710769,0.569231,0.501538,0.018001,0.017032,0.007653,0.008282,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
186,'2023/03/30 14:05:59:885',1,0.630769,0.673846,0.550769,0.569231,0.016008,0.015701,0.007415,0.008272,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
187,'2023/03/30 14:06:00:385',1,0.649231,0.643077,0.618462,0.513846,0.035512,0.02037,0.005737,0.008097,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
188,'2023/03/30 14:06:00:885',1,0.587692,0.747692,0.643077,0.575385,0.026625,0.014958,0.00511,0.008513,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
189,'2023/03/30 14:06:01:387',1,0.593846,0.772308,0.587692,0.532308,0.032453,0.019516,0.00483,0.0074,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
190,'2023/03/30 14:06:01:890',1,0.575385,0.710769,0.624615,0.6,0.030902,0.017931,0.00528,0.008144,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
191,'2023/03/30 14:06:02:389',1,0.618462,0.612308,0.673846,0.538462,0.016459,0.016066,0.007003,0.009416,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
192,'2023/03/30 14:06:02:895',1,0.686154,0.686154,0.636923,0.569231,0.011831,0.011762,0.007814,0.009977,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
193,'2023/03/30 14:06:03:391',1,0.944615,0.969231,0.661538,0.556923,0.01695,0.01704,0.007372,0.00913,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
194,'2023/03/30 14:06:03:892',1,0.655385,0.778462,0.612308,0.550769,0.012533,0.010824,0.007511,0.009392,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
195,'2023/03/30 14:06:04:394',1,0.587692,0.772308,0.643077,0.489231,0.047521,0.023159,0.00656,0.009165,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
196,'2023/03/30 14:06:04:897',1,0.692308,0.772308,0.618462,0.593846,0.0273,0.015305,0.007514,0.009816,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
197,'2023/03/30 14:06:05:396',1,0.624615,0.563077,0.649231,0.538462,0.015806,0.015918,0.007219,0.009066,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
198,'2023/03/30 14:06:05:898',1,0.790769,0.735385,0.612308,0.569231,0.010393,0.011106,0.007244,0.009134,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
199,'2023/03/30 14:06:06:398',1,0.593846,0.692308,0.569231,0.624615,0.014287,0.013649,0.008904,0.008527,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
200,'2023/03/30 14:06:06:900',1,0.643077,0.735385,0.550769,0.476923,0.069663,0.020957,0.00774,0.009447,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
201,'2023/03/30 14:06:07:401',1,0.655385,0.753846,0.550769,0.575385,0.046111,0.021716,0.006653,0.012603,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
202,'2023/03/30 14:06:07:901',1,0.686154,0.723077,0.606154,0.489231,0.019628,0.018826,0.008028,0.016284,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
203,'2023/03/30 14:06:08:403',1,0.772308,0.883077,0.6,0.587692,0.015825,0.016263,0.006821,0.010114,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
204,'2023/03/30 14:06:08:903',1,0.636923,0.649231,0.612308,0.532308,0.014528,0.014236,0.005341,0.010013,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
205,'2023/03/30 14:06:09:406',1,0.932308,0.932308,0.575385,0.618462,0.018583,0.018352,0.007458,0.009285,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
206,'2023/03/30 14:06:09:905',1,1.092308,1.135385,0.655385,0.538462,0.020088,0.020463,0.008478,0.010348,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
207,'2023/03/30 14:06:10:407',1,0.938462,0.895385,0.581538,0.575385,0.02383,0.026233,0.006301,0.01027,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
208,'2023/03/30 14:06:10:908',1,0.624615,0.692308,0.550769,0.618462,0.015705,0.020994,0.006541,0.010197,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
209,'2023/03/30 14:06:11:412',1,0.661538,0.630769,0.6,0.581538,0.017741,0.017321,0.00693,0.010038,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
210,'2023/03/30 14:06:11:911',1,0.704615,0.796923,0.649231,0.587692,0.013669,0.013719,0.007142,0.00981,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
211,'2023/03/30 14:06:12:412',1,0.606154,0.563077,0.630769,0.52,0.022716,0.020128,0.008119,0.010112,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
212,'2023/03/30 14:06:12:912',1,0.612308,0.729231,0.593846,0.569231,0.020492,0.0149,0.006144,0.009308,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
213,'2023/03/30 14:06:13:417',1,0.532308,0.772308,0.569231,0.538462,0.025678,0.018874,0.007974,0.009066,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
214,'2023/03/30 14:06:13:914',1,0.495385,0.6,0.630769,0.575385,0.0207,0.019164,0.005837,0.00866,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
215,'2023/03/30 14:06:14:416',1,0.747692,0.784615,0.581538,0.612308,0.011438,0.011399,0.005858,0.009334,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
216,'2023/03/30 14:06:14:917',1,0.661538,0.661538,0.538462,0.495385,0.01628,0.01947,0.007878,0.007832,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
217,'2023/03/30 14:06:15:419',1,0.858462,0.975385,0.624615,0.606154,0.014538,0.01381,0.007977,0.008807,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
218,'2023/03/30 14:06:15:919',1,0.76,0.809231,0.686154,0.575385,0.014005,0.013424,0.00894,0.009156,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
219,'2023/03/30 14:06:16:422',1,0.772308,0.858462,0.618462,0.569231,0.015344,0.016361,0.007768,0.009308,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
220,'2023/03/30 14:06:16:922',1,0.876923,0.889231,0.538462,0.569231,0.026058,0.026373,0.00814,0.00793,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
221,'2023/03/30 14:06:17:422',1,0.870769,0.84,0.612308,0.661538,0.022226,0.022933,0.008403,0.008028,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
222,'2023/03/30 14:06:17:923',1,0.667692,0.686154,0.476923,0.501538,0.014321,0.015148,0.009181,0.008539,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
223,'2023/03/30 14:06:18:424',1,0.606154,0.827692,0.618462,0.563077,0.015031,0.013103,0.007036,0.009317,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
224,'2023/03/30 14:06:18:926',1,0.630769,0.741538,0.624615,0.587692,0.015093,0.012653,0.009087,0.007965,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
225,'2023/03/30 14:06:19:427',1,0.673846,0.729231,0.606154,0.6,0.019032,0.021675,0.007822,0.009492,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
226,'2023/03/30 14:06:19:929',1,0.741538,0.827692,0.550769,0.507692,0.027996,0.026278,0.007113,0.009645,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
227,'2023/03/30 14:06:20:428',1,0.686154,0.772308,0.612308,0.581538,0.014725,0.015552,0.00836,0.008804,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
228,'2023/03/30 14:06:20:931',1,0.649231,0.673846,0.593846,0.581538,0.014276,0.014757,0.009392,0.009013,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
229,'2023/03/30 14:06:21:431',1,0.846154,0.932308,0.581538,0.532308,0.021015,0.021017,0.009921,0.009313,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
230,'2023/03/30 14:06:21:934',1,0.673846,0.661538,0.649231,0.52,0.013457,0.013898,0.009615,0.010357,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
231,'2023/03/30 14:06:22:434',1,0.981538,0.981538,0.643077,0.563077,0.024124,0.024686,0.010859,0.009405,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
232,'2023/03/30 14:06:22:937',1,1.055385,0.969231,0.649231,0.544615,0.018732,0.022041,0.006619,0.008287,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
233,'2023/03/30 14:06:23:435',1,0.649231,0.575385,0.593846,0.587692,0.016387,0.026593,0.007178,0.00854,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
234,'2023/03/30 14:06:23:939',1,0.68,0.710769,0.606154,0.643077,0.013789,0.01788,0.008705,0.008314,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
235,'2023/03/30 14:06:24:439',1,0.612308,0.636923,0.587692,0.538462,0.014818,0.014797,0.00692,0.00898,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
236,'2023/03/30 14:06:24:940',1,0.686154,0.723077,0.606154,0.507692,0.016382,0.01671,0.008361,0.009414,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
237,'2023/03/30 14:06:25:441',1,0.587692,0.747692,0.581538,0.544615,0.021428,0.018131,0.007177,0.008999,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
238,'2023/03/30 14:06:25:942',1,0.692308,0.766154,0.532308,0.563077,0.033255,0.016136,0.003909,0.008088,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
239,'2023/03/30 14:06:26:443',1,0.630769,0.716923,0.6,0.593846,0.080225,0.026748,0.004012,0.006703,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
240,'2023/03/30 14:06:26:944',1,0.550769,0.655385,0.593846,0.563077,0.030888,0.020861,0.005008,0.005243,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
241,'2023/03/30 14:06:27:446',1,0.618462,0.716923,0.501538,0.501538,0.021888,0.013512,0.006529,0.004778,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
242,'2023/03/30 14:06:27:946',1,0.495385,0.686154,0.587692,0.624615,0.043422,0.01917,0.005766,0.00564,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
243,'2023/03/30 14:06:28:447',1,0.667692,0.673846,0.569231,0.513846,0.017676,0.014414,0.007114,0.005704,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
244,'2023/03/30 14:06:28:951',1,0.396923,0.692308,0.587692,0.526154,0.04694,0.018139,0.005889,0.00534,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
245,'2023/03/30 14:06:29:449',1,0.452308,0.710769,0.612308,0.52,0.033649,0.017205,0.008701,0.005448,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
246,'2023/03/30 14:06:29:950',1,0.716923,0.809231,0.606154,0.544615,0.014477,0.012243,0.007127,0.005448,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
247,'2023/03/30 14:06:30:452',1,0.464615,0.723077,0.575385,0.575385,0.053682,0.019034,0.010725,0.006544,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
248,'2023/03/30 14:06:30:953',1,0.489231,0.643077,0.513846,0.501538,0.034996,0.01745,0.008053,0.006811,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
249,'2023/03/30 14:06:31:454',1,0.569231,0.636923,0.606154,0.569231,0.023064,0.021466,0.007078,0.006491,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
250,'2023/03/30 14:06:31:955',1,0.396923,0.729231,0.698462,0.630769,0.05193,0.019857,0.005573,0.005135,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
251,'2023/03/30 14:06:32:456',1,0.606154,0.704615,0.556923,0.593846,0.030853,0.019833,0.006373,0.006161,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
252,'2023/03/30 14:06:32:958',1,0.483077,0.809231,0.6,0.501538,0.046647,0.019847,0.006638,0.007299,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
253,'2023/03/30 14:06:33:460',1,0.630769,0.636923,0.587692,0.569231,0.02672,0.019752,0.006014,0.0058,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
254,'2023/03/30 14:06:33:959',1,0.433846,0.686154,0.606154,0.501538,0.047019,0.022251,0.007088,0.007379,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
255,'2023/03/30 14:06:34:466',1,0.784615,0.821538,0.643077,0.513846,0.034031,0.019464,0.003576,0.006719,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
256,'2023/03/30 14:06:34:961',1,0.544615,0.692308,0.489231,0.538462,0.030782,0.018449,0.006141,0.006491,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
257,'2023/03/30 14:06:35:464',1,0.575385,0.784615,0.636923,0.526154,0.017801,0.013319,0.007384,0.007164,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
258,'2023/03/30 14:06:35:963',1,0.673846,0.852308,0.532308,0.464615,0.015864,0.009175,0.004198,0.006241,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
259,'2023/03/30 14:06:36:466',1,0.630769,0.790769,0.624615,0.526154,0.012001,0.009528,0.003869,0.005254,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
260,'2023/03/30 14:06:36:969',1,0.563077,0.723077,0.636923,0.489231,0.029007,0.015992,0.009548,0.006781,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
261,'2023/03/30 14:06:37:468',1,0.624615,0.636923,0.655385,0.618462,0.028486,0.022163,0.004333,0.007984,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
262,'2023/03/30 14:06:37:969',1,0.673846,0.667692,0.587692,0.563077,0.018766,0.018492,0.005231,0.008699,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
263,'2023/03/30 14:06:38:470',1,0.655385,0.76,0.606154,0.550769,0.017101,0.016342,0.005085,0.007158,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
264,'2023/03/30 14:06:38:973',1,0.470769,0.68,0.563077,0.538462,0.042901,0.023992,0.004239,0.008266,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
265,'2023/03/30 14:06:39:474',1,0.501538,0.741538,0.556923,0.575385,0.039346,0.014351,0.005624,0.00676,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
266,'2023/03/30 14:06:39:974',1,0.44,0.778462,0.489231,0.556923,0.046595,0.02939,0.005573,0.006762,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
267,'2023/03/30 14:06:40:475',1,0.489231,0.649231,0.526154,0.575385,0.0243,0.019711,0.006233,0.006817,0,0.496063,0.59577,0.322805,0.702343,0.307087,0.503937,0.716535
