@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
124,'2023/04/07 18:19:22:763',2,0.6,0.550769,0.452308,0.618462,0.556923,0.501538,0.593846,0.538462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
125,'2023/04/07 18:19:23:164',2,0.550769,0.636923,0.476923,0.513846,0.550769,0.501538,0.513846,0.563077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
126,'2023/04/07 18:19:23:564',2,0.427692,0.52,0.464615,0.563077,0.532308,0.495385,0.507692,0.532308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
127,'2023/04/07 18:19:23:966',2,0.575385,0.569231,0.532308,0.433846,0.538462,0.550769,0.464615,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
128,'2023/04/07 18:19:24:368',2,0.618462,0.618462,0.464615,0.52,0.630769,0.476923,0.476923,0.569231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
129,'2023/04/07 18:19:24:768',2,0.6,0.667692,0.470769,0.563077,0.563077,0.489231,0.44,0.538462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
130,'2023/04/07 18:19:25:173',2,0.68,0.667692,0.476923,0.563077,0.544615,0.507692,0.581538,0.52,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
131,'2023/04/07 18:19:25:572',2,0.630769,0.630769,0.526154,0.643077,0.6,0.483077,0.532308,0.544615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
132,'2023/04/07 18:19:25:972',2,0.526154,0.673846,0.464615,0.612308,0.6,0.476923,0.489231,0.415385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
133,'2023/04/07 18:19:26:371',2,0.673846,0.686154,0.470769,0.513846,0.569231,0.458462,0.495385,0.446154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
134,'2023/04/07 18:19:26:775',2,0.692308,0.784615,0.489231,0.556923,0.532308,0.44,0.556923,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
135,'2023/04/07 18:19:27:176',2,0.544615,0.710769,0.483077,0.470769,0.624615,0.526154,0.458462,0.556923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
136,'2023/04/07 18:19:27:575',2,0.612308,0.569231,0.446154,0.532308,0.593846,0.446154,0.52,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
137,'2023/04/07 18:19:27:979',2,0.649231,0.606154,0.483077,0.6,0.587692,0.483077,0.569231,0.526154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
138,'2023/04/07 18:19:28:381',2,0.636923,0.6,0.501538,0.544615,0.513846,0.544615,0.6,0.587692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
139,'2023/04/07 18:19:28:784',2,0.624615,0.649231,0.415385,0.575385,0.538462,0.532308,0.489231,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
140,'2023/04/07 18:19:29:184',2,0.673846,0.655385,0.526154,0.550769,0.563077,0.446154,0.526154,0.550769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
141,'2023/04/07 18:19:29:584',2,0.470769,0.593846,0.501538,0.532308,0.6,0.495385,0.476923,0.544615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
142,'2023/04/07 18:19:29:981',2,0.606154,0.704615,0.476923,0.532308,0.593846,0.476923,0.458462,0.538462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
143,'2023/04/07 18:19:30:384',2,0.735385,0.673846,0.452308,0.587692,0.52,0.52,0.532308,0.606154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
144,'2023/04/07 18:19:30:783',2,0.624615,0.569231,0.526154,0.667692,0.52,0.52,0.495385,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
145,'2023/04/07 18:19:31:186',2,0.667692,0.630769,0.470769,0.593846,0.513846,0.563077,0.452308,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
146,'2023/04/07 18:19:31:587',2,0.532308,0.612308,0.483077,0.507692,0.532308,0.513846,0.476923,0.544615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
147,'2023/04/07 18:19:31:988',2,0.396923,0.612308,0.513846,0.593846,0.606154,0.489231,0.470769,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
148,'2023/04/07 18:19:32:388',2,0.593846,0.686154,0.476923,0.538462,0.6,0.526154,0.624615,0.569231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
149,'2023/04/07 18:19:32:791',2,0.673846,0.587692,0.538462,0.476923,0.569231,0.44,0.575385,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
150,'2023/04/07 18:19:33:190',2,0.655385,0.692308,0.538462,0.532308,0.649231,0.538462,0.433846,0.427692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
151,'2023/04/07 18:19:33:592',2,0.68,0.686154,0.483077,0.704615,0.532308,0.507692,0.513846,0.550769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
152,'2023/04/07 18:19:33:991',2,0.550769,0.667692,0.501538,0.538462,0.575385,0.495385,0.409231,0.52,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
153,'2023/04/07 18:19:34:392',2,0.544615,0.643077,0.470769,0.550769,0.581538,0.421538,0.44,0.538462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
154,'2023/04/07 18:19:34:797',2,0.624615,0.643077,0.495385,0.550769,0.563077,0.427692,0.458462,0.452308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
155,'2023/04/07 18:19:35:198',2,0.593846,0.698462,0.464615,0.495385,0.630769,0.44,0.624615,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
156,'2023/04/07 18:19:35:596',2,0.655385,0.692308,0.483077,0.569231,0.544615,0.489231,0.452308,0.52,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
157,'2023/04/07 18:19:35:998',2,0.483077,0.581538,0.427692,0.532308,0.593846,0.501538,0.538462,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
158,'2023/04/07 18:19:36:397',2,0.6,0.563077,0.483077,0.495385,0.587692,0.513846,0.452308,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
159,'2023/04/07 18:19:36:802',2,0.581538,0.698462,0.476923,0.52,0.550769,0.563077,0.593846,0.44,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
160,'2023/04/07 18:19:37:200',2,0.673846,0.747692,0.446154,0.495385,0.563077,0.476923,0.433846,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
161,'2023/04/07 18:19:37:602',2,0.556923,0.729231,0.464615,0.507692,0.52,0.52,0.538462,0.513846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
162,'2023/04/07 18:19:38:003',2,0.458462,0.544615,0.470769,0.52,0.563077,0.526154,0.550769,0.532308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
163,'2023/04/07 18:19:38:404',2,0.538462,0.575385,0.452308,0.6,0.507692,0.470769,0.476923,0.556923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
164,'2023/04/07 18:19:38:804',2,0.630769,0.612308,0.446154,0.587692,0.507692,0.446154,0.526154,0.587692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
165,'2023/04/07 18:19:39:207',2,0.593846,0.593846,0.464615,0.556923,0.618462,0.569231,0.464615,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
166,'2023/04/07 18:19:39:607',2,0.569231,0.630769,0.452308,0.612308,0.470769,0.495385,0.526154,0.526154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
167,'2023/04/07 18:19:40:011',2,0.464615,0.612308,0.544615,0.630769,0.606154,0.532308,0.495385,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
168,'2023/04/07 18:19:40:411',2,0.661538,0.661538,0.483077,0.630769,0.68,0.495385,0.501538,0.526154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
169,'2023/04/07 18:19:40:810',2,0.476923,0.538462,0.501538,0.618462,0.587692,0.483077,0.550769,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
170,'2023/04/07 18:19:41:210',2,0.556923,0.587692,0.415385,0.507692,0.550769,0.544615,0.507692,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
171,'2023/04/07 18:19:41:611',2,0.606154,0.630769,0.452308,0.483077,0.618462,0.483077,0.433846,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
172,'2023/04/07 18:19:42:013',2,0.581538,0.612308,0.452308,0.606154,0.550769,0.532308,0.538462,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
173,'2023/04/07 18:19:42:413',2,0.581538,0.686154,0.421538,0.501538,0.556923,0.52,0.458462,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
174,'2023/04/07 18:19:42:814',2,0.606154,0.618462,0.427692,0.532308,0.587692,0.513846,0.446154,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
175,'2023/04/07 18:19:43:215',2,0.612308,0.76,0.464615,0.507692,0.581538,0.544615,0.470769,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
176,'2023/04/07 18:19:43:618',2,0.606154,0.723077,0.495385,0.526154,0.501538,0.396923,0.489231,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
177,'2023/04/07 18:19:44:017',2,0.495385,0.563077,0.476923,0.618462,0.550769,0.526154,0.452308,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
178,'2023/04/07 18:19:44:418',2,0.593846,0.612308,0.470769,0.507692,0.630769,0.489231,0.513846,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
179,'2023/04/07 18:19:44:821',2,0.575385,0.538462,0.483077,0.464615,0.563077,0.421538,0.470769,0.526154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
180,'2023/04/07 18:19:45:220',2,0.593846,0.698462,0.470769,0.526154,0.612308,0.495385,0.581538,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
181,'2023/04/07 18:19:45:621',2,0.569231,0.581538,0.458462,0.538462,0.563077,0.538462,0.556923,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
182,'2023/04/07 18:19:46:024',2,0.489231,0.612308,0.415385,0.513846,0.526154,0.476923,0.489231,0.6,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
183,'2023/04/07 18:19:46:423',2,0.612308,0.649231,0.44,0.532308,0.587692,0.526154,0.544615,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
184,'2023/04/07 18:19:46:828',2,0.667692,0.538462,0.446154,0.606154,0.532308,0.550769,0.556923,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
185,'2023/04/07 18:19:47:224',2,0.587692,0.636923,0.507692,0.655385,0.563077,0.464615,0.538462,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
186,'2023/04/07 18:19:47:626',2,0.686154,0.618462,0.507692,0.593846,0.575385,0.427692,0.544615,0.52,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
187,'2023/04/07 18:19:48:028',2,0.538462,0.575385,0.507692,0.6,0.526154,0.489231,0.52,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
188,'2023/04/07 18:19:48:429',2,0.427692,0.538462,0.526154,0.476923,0.52,0.507692,0.513846,0.415385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
189,'2023/04/07 18:19:48:832',2,0.458462,0.612308,0.483077,0.624615,0.563077,0.532308,0.470769,0.452308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
190,'2023/04/07 18:19:49:234',2,0.52,0.667692,0.513846,0.587692,0.587692,0.501538,0.526154,0.495385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
191,'2023/04/07 18:19:49:632',2,0.624615,0.735385,0.569231,0.52,0.501538,0.495385,0.470769,0.446154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
192,'2023/04/07 18:19:50:033',2,0.636923,0.624615,0.569231,0.624615,0.606154,0.427692,0.526154,0.44,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
193,'2023/04/07 18:19:50:436',2,0.587692,0.667692,0.452308,0.489231,0.538462,0.464615,0.421538,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
194,'2023/04/07 18:19:50:835',2,0.513846,0.624615,0.495385,0.538462,0.495385,0.513846,0.489231,0.513846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
195,'2023/04/07 18:19:51:239',2,0.636923,0.741538,0.44,0.6,0.556923,0.495385,0.476923,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
196,'2023/04/07 18:19:51:640',2,0.661538,0.661538,0.489231,0.538462,0.587692,0.489231,0.507692,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
197,'2023/04/07 18:19:52:042',2,0.587692,0.710769,0.532308,0.513846,0.563077,0.544615,0.513846,0.415385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
198,'2023/04/07 18:19:52:440',2,0.501538,0.606154,0.458462,0.661538,0.581538,0.544615,0.501538,0.513846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
199,'2023/04/07 18:19:52:839',2,0.606154,0.624615,0.458462,0.532308,0.544615,0.489231,0.501538,0.415385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
200,'2023/04/07 18:19:53:241',2,0.556923,0.735385,0.476923,0.550769,0.606154,0.446154,0.470769,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
201,'2023/04/07 18:19:53:643',2,0.649231,0.710769,0.544615,0.501538,0.476923,0.52,0.495385,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
202,'2023/04/07 18:19:54:043',2,0.507692,0.550769,0.489231,0.550769,0.593846,0.556923,0.563077,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
203,'2023/04/07 18:19:54:447',2,0.581538,0.643077,0.532308,0.612308,0.606154,0.532308,0.495385,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
204,'2023/04/07 18:19:54:845',2,0.581538,0.649231,0.501538,0.556923,0.624615,0.513846,0.489231,0.44,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
205,'2023/04/07 18:19:55:247',2,0.667692,0.569231,0.507692,0.606154,0.673846,0.489231,0.433846,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
206,'2023/04/07 18:19:55:648',2,0.587692,0.630769,0.483077,0.526154,0.624615,0.489231,0.532308,0.427692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
207,'2023/04/07 18:19:56:049',2,0.643077,0.606154,0.52,0.495385,0.636923,0.489231,0.581538,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
208,'2023/04/07 18:19:56:452',2,0.569231,0.624615,0.526154,0.569231,0.550769,0.624615,0.6,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
209,'2023/04/07 18:19:56:851',2,0.673846,0.649231,0.464615,0.52,0.532308,0.6,0.372308,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
210,'2023/04/07 18:19:57:251',2,0.581538,0.593846,0.409231,0.575385,0.489231,0.556923,0.390769,0.550769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
211,'2023/04/07 18:22:17:214',3,0.501538,0.489231,0.427692,0.507692,0.550769,0.563077,0.44,0.643077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
212,'2023/04/07 18:22:17:616',3,0.452308,0.538462,0.396923,0.513846,0.6,0.581538,0.550769,0.550769,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
213,'2023/04/07 18:22:18:015',3,0.612308,0.526154,0.433846,0.52,0.538462,0.483077,0.513846,0.556923,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
214,'2023/04/07 18:22:18:421',3,0.630769,0.569231,0.427692,0.483077,0.68,0.44,0.483077,0.569231,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
215,'2023/04/07 18:22:18:819',3,0.68,0.698462,0.476923,0.606154,0.563077,0.476923,0.409231,0.661538,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
216,'2023/04/07 18:22:19:221',3,0.673846,0.655385,0.452308,0.643077,0.495385,0.470769,0.470769,0.593846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
217,'2023/04/07 18:22:19:619',3,0.704615,0.729231,0.446154,0.52,0.501538,0.446154,0.532308,0.544615,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
218,'2023/04/07 18:22:20:020',3,0.673846,0.76,0.476923,0.612308,0.643077,0.489231,0.44,0.6,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
219,'2023/04/07 18:22:20:424',3,0.630769,0.716923,0.495385,0.729231,0.606154,0.470769,0.452308,0.556923,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
220,'2023/04/07 18:22:20:823',3,0.587692,0.673846,0.483077,0.532308,0.587692,0.489231,0.618462,0.593846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
221,'2023/04/07 18:22:21:223',3,0.624615,0.686154,0.421538,0.587692,0.52,0.464615,0.427692,0.52,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
222,'2023/04/07 18:22:21:624',3,0.643077,0.821538,0.464615,0.513846,0.569231,0.464615,0.476923,0.606154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
223,'2023/04/07 18:22:22:025',3,0.624615,0.741538,0.464615,0.544615,0.575385,0.470769,0.52,0.606154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
224,'2023/04/07 18:22:22:427',3,0.723077,0.698462,0.526154,0.489231,0.544615,0.513846,0.569231,0.6,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
225,'2023/04/07 18:22:22:828',3,0.710769,0.636923,0.470769,0.52,0.649231,0.452308,0.507692,0.544615,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
226,'2023/04/07 18:22:23:228',3,0.667692,0.723077,0.452308,0.495385,0.550769,0.538462,0.593846,0.593846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
227,'2023/04/07 18:22:23:632',3,0.686154,0.716923,0.433846,0.563077,0.563077,0.470769,0.532308,0.532308,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
228,'2023/04/07 18:22:24:034',3,0.649231,0.723077,0.526154,0.532308,0.52,0.532308,0.452308,0.526154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
229,'2023/04/07 18:22:24:435',3,0.6,0.6,0.433846,0.507692,0.556923,0.470769,0.501538,0.52,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
230,'2023/04/07 18:22:24:833',3,0.556923,0.661538,0.433846,0.587692,0.575385,0.501538,0.421538,0.526154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
231,'2023/04/07 18:22:25:234',3,0.661538,0.624615,0.495385,0.538462,0.649231,0.556923,0.489231,0.513846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
232,'2023/04/07 18:22:25:635',3,0.538462,0.661538,0.501538,0.612308,0.593846,0.483077,0.476923,0.526154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
233,'2023/04/07 18:22:26:036',3,0.612308,0.661538,0.52,0.526154,0.630769,0.489231,0.390769,0.587692,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
234,'2023/04/07 18:22:26:438',3,0.630769,0.729231,0.495385,0.575385,0.569231,0.52,0.390769,0.581538,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
235,'2023/04/07 18:22:26:842',3,0.433846,0.618462,0.44,0.581538,0.667692,0.470769,0.507692,0.556923,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
236,'2023/04/07 18:22:27:242',3,0.550769,0.636923,0.507692,0.52,0.569231,0.513846,0.544615,0.556923,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
237,'2023/04/07 18:22:27:640',3,0.581538,0.618462,0.476923,0.587692,0.544615,0.458462,0.458462,0.538462,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
238,'2023/04/07 18:22:28:045',3,0.710769,0.729231,0.470769,0.526154,0.575385,0.52,0.409231,0.581538,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
239,'2023/04/07 18:22:28:444',3,0.606154,0.778462,0.464615,0.575385,0.52,0.550769,0.372308,0.563077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
240,'2023/04/07 18:22:28:846',3,0.6,0.643077,0.538462,0.723077,0.624615,0.452308,0.378462,0.661538,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
241,'2023/04/07 18:22:29:244',3,0.673846,0.747692,0.526154,0.643077,0.575385,0.532308,0.464615,0.593846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
242,'2023/04/07 18:22:29:647',3,0.698462,0.76,0.470769,0.458462,0.538462,0.476923,0.403077,0.513846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
243,'2023/04/07 18:22:30:046',3,0.673846,0.796923,0.507692,0.526154,0.550769,0.470769,0.464615,0.550769,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
244,'2023/04/07 18:22:30:448',3,0.655385,0.766154,0.476923,0.501538,0.593846,0.495385,0.384615,0.643077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
245,'2023/04/07 18:22:30:849',3,0.593846,0.667692,0.507692,0.501538,0.606154,0.44,0.396923,0.569231,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
246,'2023/04/07 18:22:31:249',3,0.661538,0.661538,0.501538,0.630769,0.593846,0.538462,0.489231,0.606154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
247,'2023/04/07 18:22:31:650',3,0.593846,0.723077,0.52,0.532308,0.587692,0.458462,0.415385,0.550769,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
248,'2023/04/07 18:22:32:054',3,0.636923,0.667692,0.489231,0.569231,0.526154,0.458462,0.446154,0.550769,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
249,'2023/04/07 18:22:32:453',3,0.624615,0.735385,0.470769,0.575385,0.556923,0.495385,0.366154,0.495385,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
250,'2023/04/07 18:22:32:853',3,0.649231,0.630769,0.52,0.532308,0.569231,0.458462,0.384615,0.550769,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
251,'2023/04/07 18:22:33:254',3,0.796923,0.852308,0.501538,0.544615,0.575385,0.513846,0.446154,0.686154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
252,'2023/04/07 18:22:33:658',3,0.513846,0.587692,0.489231,0.526154,0.6,0.476923,0.433846,0.624615,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
253,'2023/04/07 18:22:34:060',3,0.692308,0.667692,0.427692,0.556923,0.526154,0.489231,0.409231,0.587692,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
