@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
254,'2023/04/07 18:22:34:459',3,0.624615,0.606154,0.532308,0.636923,0.563077,0.513846,0.415385,0.636923,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
255,'2023/04/07 18:22:34:861',3,0.673846,0.667692,0.44,0.52,0.581538,0.476923,0.415385,0.6,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
256,'2023/04/07 18:22:35:264',3,0.661538,0.698462,0.452308,0.513846,0.513846,0.575385,0.403077,0.649231,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
257,'2023/04/07 18:22:35:662',3,0.513846,0.618462,0.452308,0.630769,0.643077,0.464615,0.476923,0.550769,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
258,'2023/04/07 18:22:36:065',3,0.563077,0.636923,0.52,0.581538,0.569231,0.483077,0.427692,0.606154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
259,'2023/04/07 18:22:36:465',3,0.581538,0.526154,0.489231,0.544615,0.507692,0.446154,0.470769,0.513846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
260,'2023/04/07 18:22:36:866',3,0.661538,0.747692,0.532308,0.495385,0.507692,0.52,0.403077,0.532308,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
261,'2023/04/07 18:22:37:266',3,0.655385,0.784615,0.526154,0.550769,0.513846,0.563077,0.415385,0.593846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
262,'2023/04/07 18:22:37:668',3,0.624615,0.673846,0.52,0.667692,0.593846,0.495385,0.427692,0.526154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
263,'2023/04/07 18:22:38:067',3,0.550769,0.655385,0.464615,0.686154,0.593846,0.575385,0.415385,0.513846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
264,'2023/04/07 18:22:38:467',3,0.6,0.716923,0.44,0.526154,0.593846,0.513846,0.409231,0.563077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
265,'2023/04/07 18:22:38:869',3,0.624615,0.716923,0.483077,0.52,0.630769,0.495385,0.507692,0.550769,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
266,'2023/04/07 18:22:39:271',3,0.747692,0.778462,0.427692,0.575385,0.556923,0.458462,0.507692,0.569231,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
267,'2023/04/07 18:22:39:671',3,0.661538,0.710769,0.513846,0.569231,0.538462,0.569231,0.513846,0.587692,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
268,'2023/04/07 18:22:40:073',3,0.593846,0.704615,0.464615,0.630769,0.501538,0.458462,0.458462,0.686154,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
269,'2023/04/07 18:22:40:474',3,0.612308,0.747692,0.489231,0.550769,0.556923,0.483077,0.470769,0.643077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
270,'2023/04/07 18:22:40:876',3,0.630769,0.704615,0.526154,0.6,0.587692,0.452308,0.544615,0.569231,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
271,'2023/04/07 18:22:41:278',3,0.630769,0.723077,0.470769,0.507692,0.489231,0.52,0.403077,0.643077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
272,'2023/04/07 18:22:41:678',3,0.643077,0.673846,0.452308,0.6,0.556923,0.44,0.433846,0.587692,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
273,'2023/04/07 18:22:42:077',3,0.538462,0.6,0.538462,0.476923,0.507692,0.458462,0.396923,0.569231,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
274,'2023/04/07 18:22:42:479',3,0.593846,0.667692,0.476923,0.538462,0.630769,0.532308,0.464615,0.575385,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
275,'2023/04/07 18:22:42:880',3,0.550769,0.624615,0.452308,0.544615,0.563077,0.501538,0.409231,0.581538,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
276,'2023/04/07 18:22:43:282',3,0.636923,0.673846,0.495385,0.563077,0.612308,0.452308,0.464615,0.569231,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
277,'2023/04/07 18:22:43:683',3,0.612308,0.618462,0.501538,0.569231,0.563077,0.495385,0.384615,0.643077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
278,'2023/04/07 18:22:44:083',3,0.673846,0.667692,0.495385,0.636923,0.587692,0.575385,0.403077,0.587692,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
279,'2023/04/07 18:22:44:484',3,0.532308,0.563077,0.544615,0.563077,0.630769,0.421538,0.532308,0.544615,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
280,'2023/04/07 18:22:44:886',3,0.489231,0.624615,0.495385,0.507692,0.563077,0.470769,0.446154,0.52,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
281,'2023/04/07 18:22:45:286',3,0.636923,0.673846,0.544615,0.606154,0.507692,0.470769,0.427692,0.6,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
282,'2023/04/07 18:22:45:687',3,0.661538,0.667692,0.501538,0.624615,0.6,0.464615,0.415385,0.575385,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
283,'2023/04/07 18:22:46:090',3,0.667692,0.729231,0.495385,0.6,0.563077,0.538462,0.415385,0.507692,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
284,'2023/04/07 18:22:46:489',3,0.710769,0.667692,0.470769,0.710769,0.587692,0.489231,0.470769,0.513846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
285,'2023/04/07 18:22:46:891',3,0.643077,0.618462,0.433846,0.587692,0.612308,0.538462,0.470769,0.563077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
286,'2023/04/07 18:22:47:291',3,0.667692,0.735385,0.427692,0.470769,0.612308,0.513846,0.433846,0.538462,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
287,'2023/04/07 18:22:47:694',3,0.6,0.784615,0.501538,0.507692,0.513846,0.458462,0.403077,0.52,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
288,'2023/04/07 18:22:48:096',3,0.587692,0.686154,0.433846,0.532308,0.550769,0.464615,0.390769,0.556923,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
289,'2023/04/07 18:22:48:495',3,0.630769,0.673846,0.52,0.544615,0.556923,0.513846,0.44,0.575385,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
290,'2023/04/07 18:22:48:900',3,0.581538,0.649231,0.458462,0.661538,0.563077,0.495385,0.415385,0.513846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
291,'2023/04/07 18:22:49:298',3,0.661538,0.673846,0.495385,0.550769,0.556923,0.489231,0.403077,0.563077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
292,'2023/04/07 18:22:49:698',3,0.661538,0.753846,0.476923,0.556923,0.643077,0.427692,0.396923,0.544615,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
293,'2023/04/07 18:22:50:098',3,0.673846,0.655385,0.495385,0.544615,0.526154,0.495385,0.415385,0.643077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
294,'2023/04/07 18:22:50:499',3,0.673846,0.698462,0.415385,0.563077,0.581538,0.427692,0.403077,0.563077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
295,'2023/04/07 18:22:50:901',3,0.464615,0.655385,0.495385,0.495385,0.526154,0.476923,0.458462,0.593846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
296,'2023/04/07 18:22:51:302',3,0.563077,0.673846,0.513846,0.569231,0.587692,0.476923,0.489231,0.593846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
297,'2023/04/07 18:22:51:703',3,0.575385,0.630769,0.489231,0.556923,0.544615,0.538462,0.36,0.593846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
298,'2023/04/07 18:22:52:105',3,0.624615,0.618462,0.483077,0.52,0.569231,0.489231,0.458462,0.52,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
299,'2023/04/07 18:22:52:506',3,0.630769,0.636923,0.538462,0.501538,0.6,0.606154,0.409231,0.544615,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
300,'2023/04/07 18:22:52:906',3,0.501538,0.575385,0.532308,0.667692,0.649231,0.526154,0.470769,0.575385,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
301,'2023/04/07 18:22:53:307',3,0.452308,0.6,0.495385,0.581538,0.649231,0.452308,0.409231,0.563077,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
302,'2023/04/07 18:22:53:708',3,0.513846,0.624615,0.483077,0.556923,0.495385,0.44,0.452308,0.538462,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
303,'2023/04/07 18:22:54:109',3,0.624615,0.704615,0.556923,0.643077,0.6,0.507692,0.452308,0.513846,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
304,'2023/04/07 18:22:54:510',3,0.636923,0.716923,0.526154,0.643077,0.636923,0.556923,0.587692,0.556923,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
305,'2023/04/07 18:22:54:911',3,0.735385,0.710769,0.495385,0.526154,0.569231,0.538462,0.526154,0.384615,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
306,'2023/04/07 18:22:55:312',3,0.704615,0.6,0.507692,0.581538,0.470769,0.581538,0.433846,0.52,0,0.8,0.3,0.8,0.702343,0.69685,0.700787,0.645669,0.80315,0.8
307,'2023/04/07 18:23:40:631',4,0.649231,0.723077,0.464615,0.587692,0.550769,0.507692,0.409231,0.710769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
308,'2023/04/07 18:23:41:032',4,0.52,0.532308,0.483077,0.495385,0.538462,0.550769,0.569231,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
309,'2023/04/07 18:23:41:433',4,0.630769,0.532308,0.44,0.538462,0.427692,0.396923,0.483077,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
310,'2023/04/07 18:23:41:836',4,0.643077,0.513846,0.556923,0.489231,0.569231,0.483077,0.495385,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
311,'2023/04/07 18:23:42:240',4,0.661538,0.723077,0.526154,0.563077,0.569231,0.532308,0.427692,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
312,'2023/04/07 18:23:42:636',4,0.606154,0.655385,0.452308,0.569231,0.556923,0.563077,0.501538,0.409231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
313,'2023/04/07 18:23:43:038',4,0.698462,0.618462,0.52,0.587692,0.575385,0.501538,0.532308,0.550769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
314,'2023/04/07 18:23:43:437',4,0.661538,0.6,0.526154,0.52,0.513846,0.513846,0.52,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
315,'2023/04/07 18:23:43:839',4,0.556923,0.821538,0.501538,0.723077,0.526154,0.556923,0.556923,0.569231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
316,'2023/04/07 18:23:44:241',4,0.538462,0.692308,0.544615,0.452308,0.563077,0.458462,0.483077,0.532308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
317,'2023/04/07 18:23:44:642',4,0.575385,0.667692,0.532308,0.513846,0.538462,0.489231,0.501538,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
318,'2023/04/07 18:23:45:044',4,0.575385,0.624615,0.470769,0.544615,0.538462,0.464615,0.501538,0.446154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
319,'2023/04/07 18:23:45:443',4,0.544615,0.692308,0.501538,0.532308,0.569231,0.495385,0.427692,0.495385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
320,'2023/04/07 18:23:45:846',4,0.698462,0.630769,0.513846,0.581538,0.569231,0.52,0.501538,0.593846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
321,'2023/04/07 18:23:46:246',4,0.575385,0.606154,0.458462,0.526154,0.550769,0.513846,0.483077,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
322,'2023/04/07 18:23:46:647',4,0.630769,0.692308,0.476923,0.556923,0.556923,0.526154,0.495385,0.452308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
323,'2023/04/07 18:23:47:046',4,0.643077,0.667692,0.501538,0.513846,0.52,0.44,0.501538,0.550769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
324,'2023/04/07 18:23:47:447',4,0.52,0.686154,0.526154,0.483077,0.544615,0.501538,0.569231,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
325,'2023/04/07 18:23:47:852',4,0.446154,0.612308,0.427692,0.526154,0.538462,0.526154,0.550769,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
326,'2023/04/07 18:23:48:250',4,0.569231,0.593846,0.476923,0.569231,0.495385,0.464615,0.476923,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
327,'2023/04/07 18:23:48:651',4,0.698462,0.618462,0.452308,0.593846,0.495385,0.458462,0.532308,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
328,'2023/04/07 18:23:49:053',4,0.68,0.661538,0.483077,0.581538,0.563077,0.464615,0.507692,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
329,'2023/04/07 18:23:49:455',4,0.507692,0.513846,0.464615,0.643077,0.581538,0.489231,0.452308,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
330,'2023/04/07 18:23:49:855',4,0.372308,0.501538,0.526154,0.464615,0.550769,0.563077,0.427692,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
331,'2023/04/07 18:23:50:258',4,0.501538,0.556923,0.550769,0.556923,0.538462,0.544615,0.593846,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
332,'2023/04/07 18:23:50:658',4,0.581538,0.698462,0.569231,0.495385,0.538462,0.483077,0.52,0.421538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
333,'2023/04/07 18:23:51:060',4,0.556923,0.507692,0.526154,0.495385,0.643077,0.495385,0.44,0.396923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
334,'2023/04/07 18:23:51:459',4,0.569231,0.618462,0.501538,0.538462,0.556923,0.452308,0.544615,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
335,'2023/04/07 18:23:51:860',4,0.581538,0.735385,0.489231,0.489231,0.569231,0.483077,0.513846,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
336,'2023/04/07 18:23:52:262',4,0.667692,0.624615,0.483077,0.550769,0.532308,0.526154,0.507692,0.44,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
337,'2023/04/07 18:23:52:663',4,0.636923,0.735385,0.464615,0.575385,0.569231,0.489231,0.507692,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
338,'2023/04/07 18:23:53:063',4,0.667692,0.636923,0.532308,0.513846,0.532308,0.44,0.538462,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
339,'2023/04/07 18:23:53:464',4,0.6,0.630769,0.489231,0.513846,0.563077,0.569231,0.489231,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
340,'2023/04/07 18:23:53:865',4,0.587692,0.6,0.464615,0.501538,0.581538,0.409231,0.526154,0.427692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
341,'2023/04/07 18:23:54:265',4,0.544615,0.544615,0.513846,0.452308,0.538462,0.507692,0.52,0.446154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
342,'2023/04/07 18:23:54:666',4,0.643077,0.698462,0.532308,0.544615,0.587692,0.458462,0.575385,0.409231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
343,'2023/04/07 18:23:55:070',4,0.667692,0.643077,0.507692,0.507692,0.655385,0.476923,0.501538,0.427692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
344,'2023/04/07 18:23:55:471',4,0.501538,0.636923,0.464615,0.575385,0.563077,0.501538,0.483077,0.513846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
345,'2023/04/07 18:23:55:873',4,0.501538,0.556923,0.476923,0.569231,0.538462,0.458462,0.476923,0.446154,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
346,'2023/04/07 18:23:56:273',4,0.612308,0.612308,0.464615,0.612308,0.44,0.538462,0.495385,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
347,'2023/04/07 18:23:56:673',4,0.624615,0.649231,0.513846,0.6,0.532308,0.483077,0.476923,0.44,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
348,'2023/04/07 18:23:57:077',4,0.513846,0.575385,0.495385,0.556923,0.569231,0.507692,0.489231,0.427692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
349,'2023/04/07 18:23:57:476',4,0.421538,0.630769,0.483077,0.526154,0.6,0.489231,0.458462,0.415385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
350,'2023/04/07 18:23:57:875',4,0.563077,0.655385,0.550769,0.532308,0.526154,0.593846,0.507692,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
351,'2023/04/07 18:23:58:276',4,0.624615,0.686154,0.538462,0.526154,0.532308,0.464615,0.6,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
352,'2023/04/07 18:23:58:677',4,0.655385,0.68,0.581538,0.569231,0.612308,0.507692,0.630769,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
353,'2023/04/07 18:23:59:079',4,0.716923,0.606154,0.458462,0.581538,0.581538,0.507692,0.452308,0.495385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
354,'2023/04/07 18:23:59:481',4,0.556923,0.673846,0.489231,0.6,0.556923,0.556923,0.452308,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
355,'2023/04/07 18:23:59:882',4,0.513846,0.6,0.489231,0.550769,0.532308,0.458462,0.464615,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
356,'2023/04/07 18:24:00:283',4,0.630769,0.643077,0.452308,0.587692,0.532308,0.507692,0.563077,0.495385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
357,'2023/04/07 18:24:00:682',4,0.630769,0.606154,0.464615,0.575385,0.556923,0.556923,0.501538,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
358,'2023/04/07 18:24:01:086',4,0.587692,0.593846,0.483077,0.6,0.575385,0.513846,0.550769,0.544615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
359,'2023/04/07 18:24:01:488',4,0.563077,0.649231,0.501538,0.550769,0.563077,0.563077,0.495385,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
360,'2023/04/07 18:24:01:887',4,0.673846,0.581538,0.538462,0.556923,0.538462,0.532308,0.476923,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
361,'2023/04/07 18:24:02:289',4,0.532308,0.649231,0.452308,0.526154,0.544615,0.52,0.52,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
362,'2023/04/07 18:24:02:690',4,0.563077,0.649231,0.476923,0.556923,0.624615,0.464615,0.495385,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
363,'2023/04/07 18:24:03:091',4,0.470769,0.649231,0.452308,0.569231,0.593846,0.421538,0.476923,0.483077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
364,'2023/04/07 18:24:03:490',4,0.569231,0.624615,0.464615,0.544615,0.692308,0.606154,0.415385,0.476923,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
365,'2023/04/07 18:24:03:891',4,0.618462,0.575385,0.501538,0.624615,0.636923,0.470769,0.446154,0.563077,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
366,'2023/04/07 18:24:04:295',4,0.649231,0.526154,0.483077,0.643077,0.581538,0.489231,0.513846,0.495385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
367,'2023/04/07 18:24:04:696',4,0.704615,0.606154,0.538462,0.550769,0.569231,0.483077,0.550769,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
368,'2023/04/07 18:24:05:100',4,0.452308,0.563077,0.464615,0.569231,0.643077,0.495385,0.464615,0.415385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
369,'2023/04/07 18:24:05:499',4,0.458462,0.550769,0.538462,0.532308,0.544615,0.563077,0.384615,0.489231,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
370,'2023/04/07 18:24:05:897',4,0.68,0.729231,0.501538,0.550769,0.550769,0.532308,0.483077,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
371,'2023/04/07 18:24:06:298',4,0.649231,0.612308,0.464615,0.52,0.606154,0.52,0.476923,0.452308,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
372,'2023/04/07 18:24:06:703',4,0.630769,0.729231,0.593846,0.569231,0.587692,0.52,0.526154,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
373,'2023/04/07 18:24:07:104',4,0.587692,0.655385,0.538462,0.569231,0.544615,0.569231,0.446154,0.495385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
374,'2023/04/07 18:24:07:504',4,0.501538,0.593846,0.446154,0.538462,0.556923,0.513846,0.495385,0.464615,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
375,'2023/04/07 18:24:07:903',4,0.606154,0.673846,0.483077,0.526154,0.636923,0.396923,0.6,0.501538,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
376,'2023/04/07 18:24:08:302',4,0.606154,0.710769,0.483077,0.470769,0.575385,0.464615,0.526154,0.427692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
377,'2023/04/07 18:24:08:704',4,0.630769,0.655385,0.52,0.538462,0.575385,0.489231,0.464615,0.507692,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
378,'2023/04/07 18:24:09:106',4,0.544615,0.556923,0.470769,0.581538,0.606154,0.52,0.526154,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
379,'2023/04/07 18:24:09:509',4,0.544615,0.643077,0.427692,0.563077,0.556923,0.483077,0.452308,0.495385,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
380,'2023/04/07 18:24:09:911',4,0.587692,0.649231,0.52,0.495385,0.507692,0.563077,0.446154,0.458462,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
381,'2023/04/07 18:24:10:308',4,0.581538,0.704615,0.489231,0.532308,0.563077,0.556923,0.470769,0.52,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
382,'2023/04/07 18:24:10:711',4,0.489231,0.68,0.544615,0.532308,0.550769,0.476923,0.544615,0.433846,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
383,'2023/04/07 18:24:11:111',4,0.470769,0.6,0.458462,0.507692,0.6,0.526154,0.556923,0.470769,0,0.496063,0.322805,0.296558,0.702343,0.295276,0.716535,0.299213,0.80315,0.834646
