TIMESTAMP;STREAM_ID;SEQUENCE; Brachioradialis  Sx ; Brachioradialis  Dx ; Extensor Carpi Radialis Sx ; Extensor Carpi Radialis  Dx ; Triceps brachii Long Head Dx ; Deltoid  Lateral  Dx ; Abductor digiti minimi (hand) Sx ; Abductor digiti minimi (hand) Dx
nan;96;50997;-20549;-21160;-5;110;18855;1365;-10696;20649
nan;96;50999;-21746;-22481;-83;22;20333;4670;-12332;21910
nan;96;51001;-13817;-12388;6;-27;12769;7511;-6814;12075
nan;96;51003;-3452;-3014;157;-50;3713;6026;1431;2874
nan;96;51005;-816;-1435;357;-106;1888;3789;3579;1569
nan;96;51007;3670;3694;316;-72;-1615;1511;5373;-3895
nan;96;51009;11922;10855;-168;96;-8335;345;10399;-11579
nan;96;51011;16576;14920;-619;94;-12344;561;13761;-14822
nan;96;51013;18162;15753;-778;87;-13157;289;14837;-15310
nan;96;51015;16102;12018;-447;126;-11004;-277;12144;-11726
nan;96;51017;13688;9018;-165;176;-8395;-77;9167;-8643
nan;96;51019;15052;11642;-12;197;-10893;-750;9792;-11396
nan;96;51021;10844;9451;96;165;-9430;-1318;7211;-9001
nan;96;51023;6306;4607;182;67;-4677;-824;4801;-4086
nan;96;51025;5231;3670;251;-34;-3187;-764;4703;-3428
nan;96;51027;1588;853;342;-172;-1204;-1541;3720;-708
nan;96;51029;-4765;-5309;377;-265;4174;-1966;637;5654
nan;96;51031;-6548;-7053;358;-340;5907;-2762;424;7499
nan;96;51033;-7774;-8206;357;-238;6788;-3011;-212;8502
nan;96;51035;-14584;-16203;350;-49;13378;-3064;-6048;15933
nan;96;51037;-19117;-19456;290;171;16986;-3685;-10199;19140
nan;96;51039;-20626;-20417;191;399;18024;-2065;-11274;19829
nan;96;51041;-13358;-11631;59;348;11252;2040;-5700;11244
nan;96;51043;-4577;-2330;8;120;2362;4933;729;1855
nan;96;51045;-1881;-458;-87;10;219;6745;2034;105
nan;96;51047;3922;5363;-319;-189;-4236;5294;4729;-5357
nan;96;51049;12220;13711;-196;-279;-11741;2778;8770;-13422
nan;96;51051;15485;17737;144;-351;-15555;1653;11011;-17926
nan;96;51053;15629;18829;436;-449;-16722;798;11124;-19049
nan;96;51055;12025;14303;527;-176;-13195;126;7472;-14409
nan;96;51057;8715;10453;563;293;-9347;33;4632;-10435
nan;96;51059;10815;11597;632;422;-10355;-23;6461;-11634
nan;96;51061;8155;7546;469;508;-7701;30;4693;-7392
nan;96;51063;4109;2786;25;439;-3398;-95;1631;-2424
nan;96;51065;3437;2447;-288;372;-2560;-645;331;-1977
nan;96;51067;-304;-2080;-90;516;899;-735;-1585;2649
nan;96;51069;-6401;-7450;322;681;6025;-238;-4452;7495
nan;96;51071;-8865;-8067;851;536;7144;-283;-5574;7773
nan;96;51073;-10197;-9358;1093;275;8270;-2;-6527;9335
nan;96;51075;-16563;-17297;1069;-53;14701;-97;-11253;17286
nan;96;51077;-21404;-21926;951;-552;19259;-433;-14882;21826
nan;96;51079;-22433;-22263;1050;-1064;19991;-640;-15663;22272
nan;96;51081;-13825;-11780;942;-987;11972;-272;-8871;12145
nan;96;51083;-3338;-2791;537;-598;3326;300;-1436;3151
nan;96;51085;-2046;-1983;-376;-427;2409;440;-340;2016
nan;96;51087;2165;4518;-781;-470;-2211;568;3187;-4178
nan;96;51089;11494;12480;-534;-615;-9933;619;8483;-11920
nan;96;51091;15057;15214;-582;-615;-12860;169;10547;-14959
nan;96;51093;15701;16583;-1322;-517;-14181;60;10273;-16589
nan;96;51095;11683;12008;-1826;-424;-11325;-291;6093;-12528
nan;96;51097;8996;9631;-1338;-202;-8845;-895;2865;-10039
nan;96;51099;11284;11953;-807;-50;-10893;-1229;5074;-12387
nan;96;51101;7143;7858;-387;73;-8027;-1233;4094;-8375
nan;96;51103;2163;4726;-293;17;-4910;-1201;1306;-5188
nan;96;51105;1390;4766;-676;77;-4641;-988;-222;-5133
nan;96;51107;-2196;392;-897;111;-1155;-605;-2390;-1131
nan;96;51109;-8685;-4840;-682;94;4442;121;-6072;4337
nan;96;51111;-10199;-5408;-409;86;5548;488;-6926;5288
nan;96;51113;-11264;-7584;-305;116;6908;269;-6923;7578
nan;96;51115;-18008;-15976;-328;108;13397;-529;-12859;15746
nan;96;51117;-22329;-19940;-168;228;16890;-716;-17041;19726
nan;96;51119;-23537;-20836;65;250;17540;-284;-18010;20766
nan;96;51121;-14485;-10499;358;72;9363;265;-10586;10921
nan;96;51123;-5155;-1554;629;-54;845;478;-3485;1685
nan;96;51125;-3678;-865;692;43;-235;312;-2635;1075
nan;96;51127;2245;5568;322;117;-5000;12;1688;-4941
nan;96;51129;10147;12741;-266;79;-11606;-321;7138;-11972
nan;96;51131;14248;16256;-408;85;-14689;-635;10031;-15785
nan;96;51133;14980;16593;198;119;-15096;-684;10279;-16131
nan;96;51135;10491;11521;576;128;-11124;-257;5316;-11094
nan;96;51137;9068;10803;616;228;-10132;81;3001;-10260
nan;96;51139;10970;12792;611;263;-12181;-440;4694;-12795
nan;96;51141;6479;8154;569;205;-8366;-673;687;-8679
nan;96;51143;1604;4968;488;128;-4751;-474;-2086;-5355
nan;96;51145;440;4495;388;202;-3914;460;-2668;-4728
nan;96;51147;-2780;-146;254;281;-460;198;-3839;-188
nan;96;51149;-8354;-6437;78;322;5401;-857;-6637;6130
nan;96;51151;-9748;-8073;-76;199;7149;-1229;-7429;7315
nan;96;51153;-10940;-10096;-118;-79;8707;-2052;-7874;8981
nan;96;51155;-17402;-17416;-9;-145;14853;-3231;-12798;16246
nan;96;51157;-20971;-21195;80;-71;18682;-3675;-16118;20482
nan;96;51159;-22630;-21816;258;-35;19877;-3070;-16572;21805
nan;96;51161;-13057;-10213;164;-133;10870;-893;-8379;10779
nan;96;51163;-3465;-2767;-143;-106;3561;67;-1937;3279
nan;96;51165;-746;-2145;-440;-26;2420;26;242;2206
nan;96;51167;5809;5136;-415;-26;-3185;1164;5637;-5150
nan;96;51169;12307;12658;-171;-92;-10361;3734;9244;-12841
nan;96;51171;15236;15696;-32;-122;-13748;5135;10510;-16119
nan;96;51173;16865;15193;-27;-200;-13705;3496;11331;-15363
nan;96;51175;12123;9677;-85;-147;-9382;1553;7279;-9600
nan;96;51177;9891;9431;41;43;-8520;1116;4870;-9291
nan;96;51179;10734;11493;148;157;-10370;2125;5022;-11519
nan;96;51181;5928;7955;165;74;-7440;2282;1941;-7558
nan;96;51183;2099;4781;127;-177;-4180;1602;-7;-4321
nan;96;51185;410;4204;113;-399;-3579;482;-951;-4149
nan;96;51187;-3050;649;74;-458;-1186;-803;-3601;-720
nan;96;51189;-7604;-3882;62;-178;3271;-1078;-6055;3769
nan;96;51191;-9271;-6366;-35;288;5836;-1217;-7247;6132
nan;96;51193;-9857;-9560;-106;743;8317;-881;-8579;9389
nan;96;51195;-16315;-17534;-64;1006;14824;-194;-13449;17100
nan;96;51197;-20614;-20618;-34;1060;17916;-825;-16281;20153
nan;96;51199;-21432;-20753;-60;1094;18378;-1443;-16119;20434
nan;96;51201;-11497;-9709;-126;1108;9844;-599;-8531;9509
nan;96;51203;-2833;-2383;-167;1058;2504;-16;-2555;2377
nan;96;51205;-768;-1282;-94;725;1035;-777;-1454;1224
nan;96;51207;6292;5733;-16;300;-4690;-1003;3874;-5654
nan;96;51209;13375;12522;9;-746;-11144;192;8682;-12131
nan;96;51211;16744;17102;3;-2466;-15226;152;9738;-16491
nan;96;51213;16624;17725;10;-2960;-15937;-231;8469;-17728
nan;96;51215;12089;12293;91;-2044;-11675;-278;4499;-12735
nan;96;51217;10051;10387;152;-1059;-8957;-545;2738;-10732
nan;96;51219;12271;11689;213;-519;-9764;-1037;4831;-12055
nan;96;51221;9546;6449;215;-175;-5301;-1035;3781;-6730
nan;96;51223;5553;2716;94;-90;-1382;-99;1929;-2644
nan;96;51225;4358;2603;92;-129;-1599;1868;-121;-2558
nan;96;51227;-181;-2943;78;-25;2200;2774;-3335;2900
nan;96;51229;-5875;-8073;68;-30;6937;3508;-6179;8266
nan;96;51231;-7479;-8390;78;-121;7314;3333;-6752;8524
nan;96;51233;-9406;-10533;143;-34;8919;2037;-7325;10607
nan;96;51235;-16279;-18234;174;135;15302;1906;-12980;18105
nan;96;51237;-20104;-21212;-137;209;18444;2472;-15513;20752
nan;96;51239;-20243;-19965;-398;274;17937;1792;-15106;19620
nan;96;51241;-11138;-8800;-260;297;8779;643;-7910;8590
nan;96;51243;-3991;-1388;104;274;1350;-414;-2588;1433
nan;96;51245;-1760;237;540;237;-764;-971;-838;-106
nan;96;51247;5189;7399;709;343;-6636;-1302;5058;-7060
nan;96;51249;12466;14068;854;441;-12672;-1203;9970;-13628
nan;96;51251;15328;17219;895;468;-15278;-382;11782;-16859
nan;96;51253;15748;17262;772;430;-15420;327;11501;-17120
nan;96;51255;10758;11526;625;416;-10958;355;6415;-11529
nan;96;51257;8133;9970;221;459;-8947;-9;4917;-9646
nan;96;51259;10002;11489;-345;342;-10419;-212;6476;-11420
nan;96;51261;5955;6331;-1294;232;-6326;-6;4209;-7025
nan;96;51263;2307;3137;-1642;-14;-2749;173;1901;-3593
nan;96;51265;967;2942;-910;-233;-2365;-218;922;-3016
nan;96;51267;-4091;-2520;-148;-88;1833;-681;-1840;2174
nan;96;51269;-9987;-7058;309;13;6466;-1114;-4860;6969
nan;96;51271;-11952;-7960;354;-13;7604;-1382;-5448;8212
nan;96;51273;-13571;-11123;408;-20;9534;-1435;-5977;11169
nan;96;51275;-19105;-19486;431;-158;16211;-1393;-10773;19318
